club_name,transfermarkt_url,official_name,league,league_code,league_url,league_level,league_country,table_position,years_in_league,market_value,squad_size,average_age,foreigners,foreigners_pct,national_team_players,stadium,stadium_capacity,transfer_record,status
Sivasspor,https://www.transfermarkt.com/sivasspor/startseite/verein/2381,Sivasspor,1.Lig,TR2,https://www.transfermarkt.com/1-lig/startseite/wettbewerb/TR2,Second Tier,Turkey,10,1 year,€12.10m,26,27.0,9,,3,BG Grup 4 Eylül Stadyumu,,+€2.00m,ok
Rio Ave,https://www.transfermarkt.com/rio-ave-fc/startseite/verein/2425,Rio Ave FC,Liga Portugal,PO1,https://www.transfermarkt.com/liga-nos/startseite/wettbewerb/PO1,First Tier,Poland,13,4 years,€33.65m,29,25.0,26,,4,Estádio do Rio Ave FC,,,ok
PaÃ§os de Ferreira,https://www.transfermarkt.com/fc-pacos-de-ferreira/startseite/verein/2995,FC Paços de Ferreira,Liga Portugal 2,PO2,https://www.transfermarkt.com/liga-portugal-2/startseite/wettbewerb/PO2,Second Tier,,17,3 years,€6.05m,27,24.9,9,,3,Estádio Capital do Móvel,,+€250k,ok
CÃ³rdoba,https://www.transfermarkt.es/fc-cordoba/startseite/verein/993,Córdoba CF,Segunda División,ES2,https://www.transfermarkt.com/laliga2/startseite/wettbewerb/ES2,,Spain,,,,,,,,,,,,ok
Racing Ferrol,https://www.transfermarkt.com/racing-ferrol/startseite/verein/1176,Racing Ferrol,Primera Federación - Grupo I,E3G1,https://www.transfermarkt.com/primera-division-r-f-e-f-grupo-i/startseite/wettbewerb/E3G1,Third Tier,,10,1 year,€5.45m,24,27.5,2,,1,A Malata,,+€1.00m,ok
Ibiza,https://www.transfermarkt.com/ud-ibiza/startseite/verein/13241,UD Ibiza,Primera Federación - Grupo II,E3G2,https://www.transfermarkt.com/primera-division-r-f-e-f-grupo-ii/startseite/wettbewerb/E3G2,Third Tier,,11,3 years,€5.33m,24,26.2,6,,0,Palladium Can Misses,,,ok
Roma,https://www.transfermarkt.com/lazio-rom/startseite/verein/398,SS Lazio,Serie A,IT1,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1,First Tier,Italy,9,38 years,€217.55m,28,27.7,17,,11,Olimpico di Roma,,+€13.55m,ok
Milan,https://www.transfermarkt.com/ac-mailand/startseite/verein/5,AC Milan,Serie A,IT1,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1,First Tier,Italy,4,43 years,€483.50m,23,27.4,18,,18,Giuseppe Meazza,,+€6.00m,ok
Ajax,https://www.transfermarkt.com/ajax-amsterdam/startseite/verein/610,Ajax Amsterdam,Eredivisie,NL1,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1,First Tier,Netherlands,5,70 years,€187.15m,27,24.7,16,,12,Johan Cruijff ArenA,,+€43.28m,ok
Stoke City,https://www.transfermarkt.com/stoke-city/startseite/verein/512,Stoke City,Championship,GB2,https://www.transfermarkt.com/championship/startseite/wettbewerb/GB2,Second Tier,England,17,8 years,€91.13m,27,26.8,16,,10,bet365 Stadium,,,ok
Mainz 05,https://www.transfermarkt.com/1-fsv-mainz-05/startseite/verein/39,1.FSV Mainz 05,Bundesliga,L1,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1,First Tier,Germany,10,17 years,€138.70m,31,27.3,15,,11,Mewa Arena,,+€5.73m,ok
Montreal Impact,https://www.transfermarkt.com/club-de-foot-montreal/startseite/verein/4078,CF Montréal,Major League Soccer,MLS1,https://www.transfermarkt.com/major-league-soccer/startseite/wettbewerb/MLS1,First Tier,,11,15 years,€34.60m,30,23.9,22,,6,Stade Saputo,,+€3.95m,ok
Vissel Kobe,https://www.transfermarkt.com/vissel-kobe/startseite/verein/3958,Vissel Kobe,J1 100 Year Vision League,J1YV,https://www.transfermarkt.com/j1-100-year-vision-league/startseite/wettbewerb/J1YV,,,2,1 year,€17.70m,44,26.7,5,,0,NOEVIR Stadium Kobe,,,ok
Sevilla B,https://www.transfermarkt.com/fc-sevilla-b-atletico-/startseite/verein/8519,Sevilla Atlético,Primera Federación - Grupo II,E3G2,https://www.transfermarkt.com/primera-division-r-f-e-f-grupo-ii/startseite/wettbewerb/E3G2,Third Tier,,20,2 years,€4.20m,26,21.2,7,,0,Jesús Navas,,,ok
AEK Athens,https://www.transfermarkt.com/aek-athen/startseite/verein/2441,AEK Athens,Super League 1,GR1,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1,First Tier,Greece,1,11 years,€73.88m,30,28.6,24,,14,Allwyn Arena,,,ok
Cardiff City,https://www.transfermarkt.com/cardiff-city/startseite/verein/603,Cardiff City,League One,GB3,https://www.transfermarkt.com/league-one/startseite/wettbewerb/GB3,Third Tier,England,2,1 year,€31.15m,24,24.9,16,,6,Cardiff City Stadium,,,ok
Henan Jianye,https://www.transfermarkt.com/henan-songshan-longmen/startseite/verein/9982,Henan FC,Chinese Super League,CSL,https://www.transfermarkt.com/chinese-super-league/startseite/wettbewerb/CSL,First Tier,,12,13 years,€6.90m,33,27.3,6,,2,Zhengzhou Hanghai Stadium,,,ok
Las Palmas,https://www.transfermarkt.com/ud-las-palmas/startseite/verein/472,UD Las Palmas,LaLiga2,ES2,https://www.transfermarkt.com/laliga2/startseite/wettbewerb/ES2,Second Tier,Spain,6,1 year,€45.00m,27,26.8,6,,1,Estadio de Gran Canaria,,+€14.06m,ok
JÃ¶nkÃ¶ping,https://www.transfermarkt.com/jonkopings-sodra-if/startseite/verein/7411,Jönköpings Södra IF,Ettan Södra,SE3S,https://www.transfermarkt.com/ettan-sodra/startseite/wettbewerb/SE3S,Third Tier,,12,3 years,,20,25.2,2,,0,Stadsparksvallen,,,ok
Antequera,https://www.transfermarkt.com/antequera-cf/startseite/verein/16022,Antequera CF,Primera Federación - Grupo II,E3G2,https://www.transfermarkt.com/primera-division-r-f-e-f-grupo-ii/startseite/wettbewerb/E3G2,Third Tier,,8,3 years,€4.25m,25,26.8,7,,0,Nuevo El Maulí,,+€350k,ok
Elche,https://www.transfermarkt.com/fc-elche/startseite/verein/1531,Elche CF,LaLiga,ES1,https://www.transfermarkt.com/laliga/startseite/wettbewerb/ES1,First Tier,Spain,17,1 year,€85.10m,26,26.8,10,,3,Manuel Martínez Valero,,+€22.90m,ok
NE Revolution,https://www.transfermarkt.com/new-england-revolution/startseite/verein/626,New England Revolution,Major League Soccer,MLS1,https://www.transfermarkt.com/major-league-soccer/startseite/wettbewerb/MLS1,First Tier,,3,31 years,€36.98m,27,24.9,12,,7,Gillette Stadium,,,ok
Valenciennes,https://www.transfermarkt.com/fc-valenciennes/startseite/verein/1423,Valenciennes FC,Championnat National,FR3,https://www.transfermarkt.com/championnat-national/startseite/wettbewerb/FR3,Third Tier,,10,2 years,€6.28m,26,26.3,10,,2,Stade du Hainaut,,+€170k,ok
Fiorentina,https://www.transfermarkt.com/ac-florenz/startseite/verein/430,ACF Fiorentina,Serie A,IT1,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1,First Tier,Italy,15,22 years,€239.45m,27,26.0,11,,11,Artemio Franchi,,,ok
Santa Fe,https://www.transfermarkt.com/club-atletico-union/startseite/verein/7097,CA Unión (Santa Fe),Torneo Apertura,ARG1,https://www.transfermarkt.com/torneo-inicial/startseite/wettbewerb/ARG1,First Tier,Argentina,8,2 years,€25.33m,29,26.6,2,,0,15 de Abril,,,ok
San Lorenzo,https://www.transfermarkt.com/club-atletico-san-lorenzo-de-almagro/startseite/verein/1775,CA San Lorenzo de Almagro,Torneo Apertura,ARG1,https://www.transfermarkt.com/torneo-inicial/startseite/wettbewerb/ARG1,First Tier,Argentina,7,2 years,€41.68m,36,25.5,5,,1,Pedro Bidegain,,+€6.56m,ok
Barracas Central,https://www.transfermarkt.com/club-atletico-barracas-central/startseite/verein/25184,CA Barracas Central,Torneo Apertura,ARG1,https://www.transfermarkt.com/torneo-inicial/startseite/wettbewerb/ARG1,First Tier,Argentina,9,2 years,€17.13m,30,28.7,7,,2,Claudio Chiqui Tapia,,,ok
Salamanca,https://www.transfermarkt.com/salamanca-cf-uds/startseite/verein/42039,Salamanca CF UDS,Segunda Federación - Grupo I,E4G1,https://www.transfermarkt.com/segunda-division-r-f-e-f-grupo-i/startseite/wettbewerb/E4G1,Fourth Tier,,8,2 years,€1.50m,23,27.4,3,,0,Helmántico,,,ok
Real Sociedad,https://www.transfermarkt.com/real-sociedad-san-sebastian/startseite/verein/681,Real Sociedad,LaLiga,ES1,https://www.transfermarkt.com/laliga/startseite/wettbewerb/ES1,First Tier,Spain,8,16 years,€272.70m,25,26.2,9,,11,Anoeta,,+€63.50m,ok
LAFC,https://www.transfermarkt.com/los-angeles-fc/startseite/verein/51828,Los Angeles FC,Major League Soccer,MLS1,https://www.transfermarkt.com/major-league-soccer/startseite/wettbewerb/MLS1,First Tier,,5,9 years,€69.43m,30,26.8,19,,10,BMO Stadium,,,ok
Chelsea,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631,Chelsea FC,Premier League,GB1,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1,First Tier,England,9,34 years,€22.00m,31,23.7,21,,15,Stamford Bridge,,,ok
Monaco,https://www.transfermarkt.com/as-monaco/startseite/verein/162,AS Monaco,Ligue 1,FR1,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1,First Tier,France,7,13 years,€391.55m,28,25.9,28,,15,Stade Louis-II,,+€135.57m,ok
Genoa,https://www.transfermarkt.com/genua-cfc/startseite/verein/252,Genoa CFC,Serie A,IT1,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1,First Tier,Italy,14,3 years,€150.60m,26,26.7,18,,7,Luigi Ferraris,,+€47.93m,ok
Fuenlabrada,https://www.transfermarkt.com/fc-fuenlabrada/startseite/verein/16486,CF Fuenlabrada,Segunda Federación - Grupo V,E4G5,https://www.transfermarkt.com/segunda-division-r-f-e-f-grupo-v/startseite/wettbewerb/E4G5,Fourth Tier,,15,1 year,€1.90m,24,26.7,2,,0,Fernando Torres,,,ok
Atalanta,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800,Atalanta BC,Serie A,IT1,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1,First Tier,Italy,7,15 years,€403.10m,24,27.4,14,,17,New Balance Arena - Bergamo,,,ok
Lecce,https://www.transfermarkt.com/us-lecce/startseite/verein/1005,US Lecce,Serie A,IT1,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1,First Tier,Italy,17,4 years,€93.48m,27,25.3,23,,10,Ettore Giardiniero,,+€8.62m,ok
Bologna,https://www.transfermarkt.com/fc-bologna/startseite/verein/1025,Bologna FC 1909,Serie A,IT1,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1,First Tier,Italy,8,11 years,€275.00m,27,27.3,17,,11,Stadio Renato Dall’Ara,,+€27.70m,ok
Southampton,https://www.transfermarkt.com/fc-southampton/startseite/verein/180,Southampton FC,Championship,GB2,https://www.transfermarkt.com/championship/startseite/wettbewerb/GB2,Second Tier,England,4,1 year,€157.60m,27,26.8,15,,6,St Mary's Stadium,,+€87.06m,ok
Banfield,https://www.transfermarkt.com/club-atletico-banfield/startseite/verein/830,CA Banfield,Torneo Apertura,ARG1,https://www.transfermarkt.com/torneo-inicial/startseite/wettbewerb/ARG1,First Tier,Argentina,12,2 years,€13.88m,30,26.2,6,,1,Florencio Sola,,+€3.85m,ok
Reading,https://www.transfermarkt.com/fc-reading/startseite/verein/1032,Reading FC,League One,GB3,https://www.transfermarkt.com/league-one/startseite/wettbewerb/GB3,Third Tier,England,12,3 years,€12.33m,30,26.4,18,,2,Select Car Leasing Stadium,,+€2.16m,ok
Wuhan Zall,https://www.transfermarkt.com/wuhan-fc/startseite/verein/6450,Wuhan Yangtze (2009,Super League,CSL,https://www.transfermarkt.com/chinese-super-league/startseite/wettbewerb/CSL,,,,,,0,0.0,,,0,Wuhan Five Rings Sports Center Stadium,,,ok
Norwich City,https://www.transfermarkt.com/norwich-city/startseite/verein/1123,Norwich City,Championship,GB2,https://www.transfermarkt.com/championship/startseite/wettbewerb/GB2,Second Tier,England,9,4 years,€98.45m,36,24.9,23,,8,Carrow Road,,+€22.37m,ok
Huesca,https://www.transfermarkt.com/sd-huesca/startseite/verein/5358,SD Huesca,LaLiga2,ES2,https://www.transfermarkt.com/laliga2/startseite/wettbewerb/ES2,Second Tier,Spain,19,5 years,€13.00m,27,28.2,4,,1,El Alcoraz,,+€3.00m,ok
AlcorcÃ³n,https://www.transfermarkt.com/ad-alcorcon/startseite/verein/11596,AD Alcorcón,Primera Federación - Grupo II,E3G2,https://www.transfermarkt.com/primera-division-r-f-e-f-grupo-ii/startseite/wettbewerb/E3G2,Third Tier,,12,2 years,€4.30m,20,26.8,2,,0,Santo Domingo,,,ok
UD LogroÃ±Ã©s,https://www.transfermarkt.com/ud-logrones/startseite/verein/24420,UD Logroñés,Segunda Federación - Grupo II,E4G2,https://www.transfermarkt.com/segunda-division-r-f-e-f-grupo-ii/startseite/wettbewerb/E4G2,Fourth Tier,,3,3 years,€3.18m,22,26.0,3,,1,Las Gaunas,,+€150k,ok
GÃ³rnik Zabrze,https://www.transfermarkt.com/gornik-zabrze-ii/startseite/verein/10891,Gornik Zabrze II,Betclic 3 Liga - Group III,PL33,https://www.transfermarkt.com/3-liga-gruppe-iii/startseite/wettbewerb/PL33,Fourth Tier,,8,10 years,€400k,25,21.2,2,,0,MOSiR Sparta Zabrze,,,ok
WisÅ‚a PÅ‚ock,https://www.transfermarkt.com/wisla-plock/startseite/verein/2118,Wisla Plock,PKO BP Ekstraklasa,PL1,https://www.transfermarkt.com/pko-ekstraklasa/startseite/wettbewerb/PL1,First Tier,,7,1 year,€14.43m,31,26.8,17,,3,ORLEN Stadion im. Kazimierza Górskiego,,+€2.15m,ok
Kalamata,https://www.transfermarkt.com/ps-kalamata/startseite/verein/9,Kalamata FC,Super League 2,GRS2,https://www.transfermarkt.com/super-league-2/startseite/wettbewerb/GRS2,Second Tier,,1,5 years,€6.10m,28,29.6,10,,2,Dimotiko Stadio Kalamatas,,,ok
Panathinaikos,https://www.transfermarkt.com/panathinaikos-athen/startseite/verein/265,Panathinaikos,Super League 1,GR1,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1,First Tier,Greece,4,67 years,€86.15m,33,27.7,22,,12,Apostolos Nikolaidis,,+€15.82m,ok
OFI Crete,https://www.transfermarkt.com/ofi-kreta/startseite/verein/653,OFI Crete,Super League 1,GR1,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1,First Tier,Greece,6,8 years,€15.20m,31,26.2,11,,2,Pankritio Stadio,,,ok
AIK Stockholm,https://www.transfermarkt.mx/aik/startseite/verein/272,AIK,Allsvenskan,SE1,https://www.transfermarkt.com/allsvenskan/startseite/wettbewerb/SE1,,Sweden,,,,,,,,,,,,ok
KÃ¶ln,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3,1.FC Köln,Bundesliga,L1,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1,First Tier,Germany,14,1 year,€136.85m,30,25.9,12,,6,RheinEnergieSTADION,,,ok
Dnipro,https://www.transfermarkt.com/tallinna-sk-dnipro/startseite/verein/40153,Tallinna SK Dnipro,,,,,,,,,3,45.4,0,,0,-,,,ok
Rayo OKC,https://www.transfermarkt.com/rayo-okc/startseite/verein/51786,Rayo OKC,NASL Spring Championship,NASC,https://www.transfermarkt.com/nasl-spring-championship/startseite/wettbewerb/NASC,,,,,,0,0.0,,,0,Yukon’s Miller Stadium,,,ok
Braga,https://www.transfermarkt.com/sc-braga/startseite/verein/1075,SC Braga,Liga Portugal,PO1,https://www.transfermarkt.com/liga-nos/startseite/wettbewerb/PO1,First Tier,Poland,4,37 years,€154.90m,28,25.5,18,,9,Estádio Municipal de Braga,,+€15.24m,ok
Celta Vigo,https://www.transfermarkt.com/celta-vigo/startseite/verein/940,Celta de Vigo,LaLiga,ES1,https://www.transfermarkt.com/laliga/startseite/wettbewerb/ES1,First Tier,Spain,6,14 years,€172.90m,28,27.1,9,,6,Abanca Balaídos,,+€41.70m,ok
Albacete,https://www.transfermarkt.com/albacete-balompie/startseite/verein/1532,Albacete Balompié,LaLiga2,ES2,https://www.transfermarkt.com/laliga2/startseite/wettbewerb/ES2,Second Tier,Spain,11,4 years,€13.10m,26,27.7,4,,1,Carlos Belmonte,,+€4.55m,ok
AtlÃ©tico Mineiro,https://www.transfermarkt.com/cde-atletico-mineros/startseite/verein/91308,CDE Atlético Mineros,,,,,,,,,11,26.1,0,,0,-,,,ok
Botafogo (RJ),https://www.transfermarkt.com/botafogo-rio-de-janeiro/startseite/verein/537,Botafogo de Futebol e Regatas,Campeonato Brasileiro Série A,BRA1,https://www.transfermarkt.com/campeonato-brasileiro-serie-a/startseite/wettbewerb/BRA1,First Tier,Brazil,12,5 years,€115.25m,33,26.8,14,,5,Estádio Olímpico Nilton Santos,,+€40.04m,ok
GrÃªmio,https://www.transfermarkt.com/gremio-foot-ball-porto-alegrense/startseite/verein/210,Grêmio Foot,Campeonato Brasileiro Série A,BRA1,https://www.transfermarkt.com/campeonato-brasileiro-serie-a/startseite/wettbewerb/BRA1,First Tier,Brazil,17,4 years,€103.85m,33,26.8,11,,4,Arena do Grêmio,,,ok
FenerbahÃ§e,https://www.transfermarkt.com/fenerbahce-istanbul/startseite/verein/36,Fenerbahce,Süper Lig,TR1,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1,First Tier,Turkey,2,68 years,€247.90m,28,27.5,15,,13,Chobani Stadyumu FB Şükrü Saracoğlu Spor Kompleksi,,,ok
HÃ¤cken,https://www.transfermarkt.com/bk-hacken/startseite/verein/1109,BK Häcken,Allsvenskan,SE1,https://www.transfermarkt.com/allsvenskan/startseite/wettbewerb/SE1,First Tier,Sweden,5,18 years,€21.25m,27,25.5,12,,2,Nordic Wellness Arena,,+€15.24m,ok
SÃ£o Paulo,https://www.transfermarkt.mx/fc-sao-paulo/startseite/verein/585,São Paulo FC,Campeonato Brasileiro Série A,BRA1,https://www.transfermarkt.com/campeonato-brasileiro-serie-a/startseite/wettbewerb/BRA1,,Brazil,,,,,,,,,,,,ok
Napoli,https://www.transfermarkt.mx/ssc-neapel/startseite/verein/6195,SSC Nápoles,Serie A,IT1,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1,,Italy,,,,,,,,,,,,ok
QPR,https://www.transfermarkt.com/queens-park-rangers/startseite/verein/1039,Queens Park Rangers,Championship,GB2,https://www.transfermarkt.com/championship/startseite/wettbewerb/GB2,Second Tier,England,15,11 years,€56.10m,27,25.8,20,,9,Loftus Road Stadium,,,ok
Hoffenheim,https://www.transfermarkt.com/tsg-1899-hoffenheim/startseite/verein/533,TSG 1899 Hoffenheim,Bundesliga,L1,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1,First Tier,Germany,5,18 years,€246.10m,29,25.5,20,,12,PreZero Arena,,+€1.35m,ok
UANL,https://www.transfermarkt.com/tigres-uanl/startseite/verein/7055,Tigres UANL,Liga MX Apertura,MEXA,https://www.transfermarkt.com/liga-mx-apertura/startseite/wettbewerb/MEXA,First Tier,,2,29 years,€73.45m,26,28.6,12,,7,Estadio Universitario,,,ok
Audax Italiano,https://www.transfermarkt.com/audax-italiano/startseite/verein/6363,Audax Italiano,Liga de Primera,CLPD,https://www.transfermarkt.com/primera-division-de-chile/startseite/wettbewerb/CLPD,First Tier,,13,9 years,€10.70m,27,25.4,6,,0,Bicentenario de La Florida,,,ok
Nacional,https://www.transfermarkt.com/sc-internacional-porto-alegre/startseite/verein/6600,Sport Club Internacional,Campeonato Brasileiro Série A,BRA1,https://www.transfermarkt.com/campeonato-brasileiro-serie-a/startseite/wettbewerb/BRA1,First Tier,Brazil,14,9 years,€71.60m,30,27.2,10,,4,Estádio Beira-Rio,,+€41.39m,ok
Crystal Palace,https://www.transfermarkt.com/crystal-palace/startseite/verein/873,Crystal Palace,Premier League,GB1,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1,First Tier,England,15,13 years,€541.30m,28,26.5,19,,19,Selhurst Park,,,ok
Kayserispor,https://www.transfermarkt.com/kayserispor/startseite/verein/3205,Kayserispor,Süper Lig,TR1,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1,First Tier,Turkey,17,11 years,€27.90m,30,27.8,15,,6,RHG Enertürk Enerji Stadyumu,,+€1.15m,ok
Olimpia,https://www.transfermarkt.com/olimpia-asuncion/startseite/verein/629,Olimpia Asunción,Primera División Apertura,PR1A,https://www.transfermarkt.com/primera-division-apertura/startseite/wettbewerb/PR1A,First Tier,,1,12 years,€28.33m,33,26.6,9,,3,Estadio Ueno Osvaldo Dominguez Dibb,,+€744k,ok
Marbella,https://www.transfermarkt.com/marbella-fc/startseite/verein/12361,Marbella FC,Primera Federación - Grupo II,E3G2,https://www.transfermarkt.com/primera-division-r-f-e-f-grupo-ii/startseite/wettbewerb/E3G2,Third Tier,,18,2 years,€3.00m,25,27.2,6,,0,Municipal de Marbella,,+€150k,ok
Salernitana,https://www.transfermarkt.com/us-salernitana-1919/startseite/verein/380,US Salernitana 1919,Serie C - Girone C,IT3C,https://www.transfermarkt.com/serie-c-girone-c/startseite/wettbewerb/IT3C,Third Tier,,3,1 year,€8.80m,26,27.0,7,,0,Arechi,,+€2.14m,ok
Newcastle Utd,https://www.transfermarkt.com/newcastle-united/startseite/verein/762,Newcastle United,Premier League,GB1,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1,First Tier,England,13,9 years,€708.25m,26,28.2,12,,15,St James' Park,,,ok
Estudiantesâ€“LP,https://www.transfermarkt.com/club-estudiantes-de-la-plata/startseite/verein/288,Club Estudiantes de La Plata,Torneo Apertura,ARG1,https://www.transfermarkt.com/torneo-inicial/startseite/wettbewerb/ARG1,First Tier,Argentina,1,2 years,€42.43m,28,27.4,5,,2,Jorge Luis Hirschi,,+€6.53m,ok
