player_name,player_url,status,name_home_country,dob_age,place_birth,height,citizenship,position,foot,debut_season,debut_age,first_club,debut_year,transfermarkt_id,transfermarkt_url
Josh Cullen,https://fbref.com/en/players/f6d7d690/Josh-Cullen,Success,Not found,"April 7, 1996 (Age: 29-232d)","Southend-on-Sea, England, United Kingdom",180cm,Republic of Ireland ie  Other: England,DF-MF (CM-DM),Right,2014-2015,18 years,West Ham,2014,242606,https://www.transfermarkt.com/josh-cullen/profil/spieler/242606
Charlie Daniels,https://fbref.com/en/players/9d107085/Charlie-Daniels,Success,Not found,"September 7, 1986",Not found,178cm,Not found,"DF-MF (FB, left)",Left,2006-2007,19 years,Chesterfield,2006,61819,https://www.transfermarkt.com/charlie-daniels/profil/spieler/61819
Karl Darlow,https://fbref.com/en/players/cde3309f/Karl-Darlow,Success,Not found,"October 8, 1990 (Age: 35-048d)","Northampton, England, United Kingdom",185cm,Wales wls  Other: England,GK,Right,2010-2011,19 years,Nott'ham Forest,2010,99397,https://www.transfermarkt.com/karl-darlow/profil/spieler/99397
Matteo Darmian,https://fbref.com/en/players/96e0490d/Matteo-Darmian,Success,Not found,"December 2, 1989 (Age: 35-358d)","Legnano, Italy",182cm,Italy,"DF-MF (CB-FB-WM, right)",Right,2006-2007,16 years,Milan,2006,54906,https://www.transfermarkt.com/matteo-darmian/profil/spieler/54906
Tom Davies,https://fbref.com/en/players/9228b07c/Tom-Davies,Success,Not found,"June 30, 1998 (Age: 27-148d)","Liverpool, England, United Kingdom",180cm,England eng,MF (CM),Right,2015-2016,17 years,Everton,2015,314210,https://www.transfermarkt.com/tom-davies/profil/spieler/314210
Troy Deeney,https://fbref.com/en/players/82e34b69/Troy-Deeney,Success,Not found,"June 29, 1988",Not found,183cm,Not found,FW,Right,2006-2007,18 years,Walsall,2006,65477,https://www.transfermarkt.com/troy-deeney/profil/spieler/65477
Joe Dodoo,https://fbref.com/en/players/beed85c7/Joe-Dodoo,Success,Not found,"June 29, 1995 (Age: 30-149d)","Kumasi, Ghana",183cm,England eng,FW-MF,Right,2015-2016,20 years,Leicester City,2015,261738,https://www.transfermarkt.com/joe-dodoo/profil/spieler/261738
Seydou Doumbia,https://fbref.com/en/players/c49afee6/Seydou-Doumbia,Success,Not found,"December 31, 1987",Not found,179cm,Côte d'Ivoire,FW,Both,2008-2009,20 years,Young Boys,2008,75287,https://www.transfermarkt.com/seydou-doumbia/profil/spieler/75287
Kieran Dowell,https://fbref.com/en/players/2f6ec02a/Kieran-Dowell,Success,Not found,"October 10, 1997 (Age: 28-046d)","Ormskirk, England, United Kingdom",184cm,England eng,FW-MF (AM),Left,2015-2016,17 years,Everton,2015,258916,https://www.transfermarkt.com/kieran-dowell/profil/spieler/258916
Éder,https://fbref.com/en/players/5a325298/Eder,Success,Not found,"November 15, 1986",Not found,178cm,Italy it  Other: Brazil,FW,Left,2006-2007,19 years,Empoli,2006,369081,https://www.transfermarkt.com/der/profil/spieler/369081
Mohamed Elneny,https://fbref.com/en/players/47a34c4f/Mohamed-Elneny,Success,Not found,"July 11, 1992 (Age: 33-137d)","Al Maḩallah al Kubrá, Egypt",180cm,Egypt,MF (CM-DM),Right,2012-2013,20 years,Basel,2012,160438,https://www.transfermarkt.com/mohamed-elneny/profil/spieler/160438
Tommy Elphick,https://fbref.com/en/players/14caf5c9/Tommy-Elphick,Success,Not found,"September 7, 1987",Not found,187cm,Not found,"DF (CB, right)",Right,2006-2007,18 years,Brighton,2006,37152,https://www.transfermarkt.com/tommy-elphick/profil/spieler/37152
Emmanuel Emenike,https://fbref.com/en/players/df6bcd09/Emmanuel-Emenike,Success,Not found,"May 10, 1987",Not found,182cm,Nigeria,FW,Right,2010-2011,23 years,Karabükspor,2010,120630,https://www.transfermarkt.com/emmanuel-emenike/profil/spieler/120630
Sam Field,https://fbref.com/en/players/bd8a7d05/Sam-Field,Success,Not found,"May 8, 1998 (Age: 27-201d)","England, United Kingdom",180cm,England eng,MF (CM-DM),Right,2015-2016,17 years,West Brom,2015,387331,https://www.transfermarkt.com/sam-field/profil/spieler/387331
Roberto Firmino,https://fbref.com/en/players/4c370d81/Roberto-Firmino,Success,Not found,"October 2, 1991 (Age: 34-054d)","Maceió, Brazil",181cm,Brazil,FW-MF (AM),Right,2010-2011,18 years,Hoffenheim,2010,131789,https://www.transfermarkt.com/roberto-firmino/profil/spieler/131789
Timothy Fosu-Mensah,https://fbref.com/en/players/a9142dc3/Timothy-Fosu-Mensah,Success,Not found,"January 2, 1998",Not found,190cm,Netherlands,DF,Right,2015-2016,17 years,Manchester Utd,2015,315131,https://www.transfermarkt.com/timothy-fosu-mensah/profil/spieler/315131
Simon Francis,https://fbref.com/en/players/1e0b6a73/Simon-Francis,Success,Not found,"February 16, 1985",Not found,191cm,Not found,"DF (CB-FB, right)",Right,2002-2003,17 years,Bradford City,2002,13573,https://www.transfermarkt.com/simon-francis/profil/spieler/13573
Christian Fuchs,https://fbref.com/en/players/a67a09fb/Christian-Fuchs,Success,Not found,"April 7, 1986",Not found,186cm,Austria,"DF-MF (FB, left)",Left,2003-2004,17 years,Mattersburg,2003,6636,https://www.transfermarkt.com/christian-fuchs/profil/spieler/6636
Ramiro Funes Mori,https://fbref.com/en/players/89cbc961/Ramiro-Funes-Mori,Success,Not found,"March 5, 1991 (Age: 34-265d)","Mendoza, Argentina",193cm,Argentina,DF (CB),Both,2014,22 years,River Plate,Not found,11111,https://www.transfermarkt.com/ramiro-funes-mori/profil/spieler/11111
Idrissa Gana Gueye,https://fbref.com/en/players/72c812f3/Idrissa-Gana-Gueye,Success,Not found,"September 26, 1989 (Age: 36-060d)",Senegal,174cm,Senegal,MF (CM-DM),Right,2010-2011,20 years,Lille,2010,126665,https://www.transfermarkt.com/idrissa-gana-gueye/profil/spieler/126665
Manu García,https://fbref.com/en/players/05a4465d/Manu-Garcia,Success,Not found,"April 26, 1986",Not found,182cm,Spain,MF (CM-WM),Left,2013-2014,27 years,Alavés,2013,277118,https://www.transfermarkt.com/manu-garca/profil/spieler/277118
Joe Gomez,https://fbref.com/en/players/7a11550b/Joe-Gomez,Success,Not found,"May 23, 1997 (Age: 28-186d)","Catford, England, United Kingdom",188cm,England eng,"DF (CB-FB, right)",Right,2014-2015,17 years,Charlton Ath,2014,256178,https://www.transfermarkt.com/joe-gomez/profil/spieler/256178
Lewis Grabban,https://fbref.com/en/players/1a857282/Lewis-Grabban,Success,Not found,"January 12, 1988",Not found,183cm,Not found,FW-MF (WM),Both,2006-2007,18 years,Oldham Athletic,2006,35413,https://www.transfermarkt.com/lewis-grabban/profil/spieler/35413
Max Gradel,https://fbref.com/en/players/21c502ae/Maxime-Gradeler,Success,Not found,"October 8, 1988",Not found,Not found,Not found,FW,Not found,2017-2018,28 years,Grandvillars,2017,28140,https://www.transfermarkt.com/max-gradel/profil/spieler/28140
Demarai Gray,https://fbref.com/en/players/4468ec10/Demarai-Gray,Success,Not found,"June 28, 1996 (Age: 29-150d)","Birmingham, England, United Kingdom",178cm,Jamaica jm  Other: England,FW-MF (AM-WM),Right,2013-2014,17 years,Birmingham City,2013,292417,https://www.transfermarkt.com/demarai-gray/profil/spieler/292417
André Green,https://fbref.com/en/players/6e287b7a/Andre-Green,Success,Not found,"July 26, 1998 (Age: 27-122d)","Solihull, England, United Kingdom",180cm,England eng,FW-MF,Right,2014-2015,16 years,Aston Villa,2014,309841,https://www.transfermarkt.com/andr-green/profil/spieler/309841
Rees Greenwood,https://fbref.com/en/players/e5e459d4/Rees-Greenwood,Success,Not found,"December 10, 1996",Not found,179cm,Not found,FW,Right,2015-2016,18 years,Sunderland,2015,320213,https://www.transfermarkt.com/rees-greenwood/profil/spieler/320213
Jakob Haugaard,https://fbref.com/en/players/142741bb/Jakob-Haugaard,Success,Not found,"May 1, 1992 (Age: 33-208d)","Sundbyerne, Denmark",199cm,Denmark,GK,Right,2012-2013,20 years,Midtjylland,2012,138335,https://www.transfermarkt.com/jakob-haugaard/profil/spieler/138335
Son Heung-min,https://fbref.com/en/players/92e7e919/Son-Heung-min,Success,Not found,"July 8, 1992 (Age: 33-140d)","Chuncheon, Korea Republic",183cm,Korea Republic,FW-MF (AM-WM),Right,2010-2011,18 years,Hamburger SV,2010,91845,https://www.transfermarkt.com/son-heung-min/profil/spieler/91845
José Holebas,https://fbref.com/en/players/12aa7661/Jose-Holebas,Success,Not found,"June 27, 1984",Not found,184cm,Greece gr  Other: Germany,"DF-MF (CB-FB-WM, left)",Left,2007-2008,23 years,1860 Munich,2007,41112,https://www.transfermarkt.com/jos-holebas/profil/spieler/41112
George Honeyman,https://fbref.com/en/players/84afeaff/George-Honeyman,Success,Not found,"September 8, 1994 (Age: 31-078d)","Prudhoe, England, United Kingdom",173cm,Not found,FW-MF (AM-CM),Right,2014-2015,19 years,Sunderland,2014,218140,https://www.transfermarkt.com/george-honeyman/profil/spieler/218140
Víctor Ibarbo,https://fbref.com/en/players/552d1e41/Victor-Ibarbo,Success,Not found,"May 19, 1990",Not found,188cm,Colombia,FW-MF (AM-WM),Right,2011-2012,21 years,Cagliari,2011,92141,https://www.transfermarkt.com/vctor-ibarbo/profil/spieler/92141
Odion Ighalo,https://fbref.com/en/players/03622183/Odion-Ighalo,Success,Not found,"June 16, 1989 (Age: 36-162d)","Lagos, Nigeria",188cm,Nigeria,FW,Right,2007,17 years,Lyn,Not found,62121,https://www.transfermarkt.com/odion-ighalo/profil/spieler/62121
Kelechi Iheanacho,https://fbref.com/en/players/c92e1a31/Kelechi-Iheanacho,Success,Not found,"October 3, 1996 (Age: 29-053d)",Nigeria,185cm,Nigeria,FW-MF,Left,2015-2016,18 years,Manchester City,2015,295330,https://www.transfermarkt.com/kelechi-iheanacho/profil/spieler/295330
Giannelli Imbula,https://fbref.com/en/players/b86fe156/Giannelli-Imbula,Success,Not found,"September 12, 1992",Not found,186cm,"Congo DR cd  Other: Belgium , France",MF,Left,2009-2010,16 years,Guingamp,2009,130756,https://www.transfermarkt.com/giannelli-imbula/profil/spieler/130756
Gökhan Inler,https://fbref.com/en/players/3200c583/Gokhan-Inler,Success,Not found,"June 27, 1984",Not found,183cm,Switzerland,MF (CM-DM),Both,2004-2005,20 years,Aarau,2004,19041,https://www.transfermarkt.com/gkhan-inler/profil/spieler/19041
Juan Iturbe,https://fbref.com/en/players/2c0fbaf5/Juan-Iturbe,Success,Not found,"June 4, 1993 (Age: 32-174d)","Buenos Aires, Argentina",172cm,Paraguay py  Other: Argentina,FW-MF (AM-WM),Both,2011-2012,18 years,Porto,2011,81455,https://www.transfermarkt.com/juan-iturbe/profil/spieler/81455
Alex Iwobi,https://fbref.com/en/players/6ca5ec4b/Alex-Iwobi,Success,Not found,"May 3, 1996 (Age: 29-206d)","Lagos, Nigeria",180cm,Nigeria ng  Other: England,FW-MF (AM-CM-WM),Right,2015-2016,19 years,Arsenal,2015,242631,https://www.transfermarkt.com/alex-iwobi/profil/spieler/242631
Joselu,https://fbref.com/en/players/a5e9c273/Joselu,Success,Not found,"March 3, 1991",Not found,177cm,Not found,FW,Not found,2009-2010,18 years,Villarreal B,2009,81999,https://www.transfermarkt.com/joselu/profil/spieler/81999
Juanmi,https://fbref.com/en/players/9c6886e6/Juanmi,Success,Not found,"March 9, 1971",Not found,181cm,Spain,GK,Not found,1993-1994,22 years,Zaragoza,1993,126737,https://www.transfermarkt.com/juanmi/profil/spieler/126737
Sullay Kaikai,https://fbref.com/en/players/fc166e49/Sullay-Kaikai,Success,Not found,"August 26, 1995 (Age: 30-091d)","Southwark, England, United Kingdom",182cm,Sierra Leone sl  Other: England,FW-MF (AM-WM),Right,2013-2014,17 years,Crawley Town,2013,244130,https://www.transfermarkt.com/sullay-kaikai/profil/spieler/244130
N'Golo Kanté,https://fbref.com/en/players/b9fbae28/NGolo-Kante,Success,Not found,"March 29, 1991 (Age: 34-241d)","Paris, France",169cm,France,MF (CM-DM-WM),Right,2011-2012,20 years,Boulogne,2011,225083,https://www.transfermarkt.com/ngolo-kant/profil/spieler/225083
Kenedy,https://fbref.com/en/players/97778030/Daniel-Kenedy,Success,Not found,"February 18, 1974",Not found,181cm,Portugal,DF-MF (FB),Not found,1996-1997,22 years,Paris S-G,1996,281404,https://www.transfermarkt.com/kenedy/profil/spieler/281404
Jonjoe Kenny,https://fbref.com/en/players/099e666f/Jonjoe-Kenny,Success,Not found,"March 15, 1997 (Age: 28-255d)","Kirkdale, England, United Kingdom",176cm,England eng,"DF-FW-MF (FB, right)",Right,2015-2016,18 years,Wigan Athletic,2015,258883,https://www.transfermarkt.com/jonjoe-kenny/profil/spieler/258883
Yann Kermorgant,https://fbref.com/en/players/0172d6cc/Yann-Kermorgant,Success,Not found,"November 8, 1981",Not found,184cm,Not found,FW,Right,2009-2010,27 years,Leicester City,2009,57410,https://www.transfermarkt.com/yann-kermorgant/profil/spieler/57410
Wahbi Khazri,https://fbref.com/en/players/2677a1de/Wahbi-Khazri,Success,Not found,"February 8, 1991",Not found,182cm,Tunisia tn  Other: France,FW-MF (AM-WM),Right,2009-2010,18 years,Bastia,2009,103565,https://www.transfermarkt.com/wahbi-khazri/profil/spieler/103565
Joshua King,https://fbref.com/en/players/86109b3b/Joshua-King,Success,Not found,"January 3, 2007 (Age: 18-326d)","England, United Kingdom",Not found,England eng,MF,Not found,2023-2024,16 years,Fulham,2023,91059,https://www.transfermarkt.com/joshua-king/profil/spieler/91059
Stephen Kingsley,https://fbref.com/en/players/488cc9c7/Stephen-Kingsley,Success,Not found,"July 23, 1994 (Age: 31-125d)","Stirling, Scotland, United Kingdom",178cm,Scotland sct,"DF (FB, left)",Right,2010-2011,16 years,Falkirk,2010,184398,https://www.transfermarkt.com/stephen-kingsley/profil/spieler/184398
Jan Kirchhoff,https://fbref.com/en/players/a14d04e3/Jan-Kirchhoff,Success,Not found,"October 1, 1990",Not found,195cm,Germany,DF-MF (CB),Right,2008-2009,17 years,Mainz 05,2008,49734,https://www.transfermarkt.com/jan-kirchhoff/profil/spieler/49734
Timm Klose,https://fbref.com/en/players/5f1d07f6/Timm-Klose,Success,Not found,"May 9, 1988",Not found,193cm,Switzerland ch  Other: Germany,DF (CB),Right,2010-2011,22 years,Thun,2010,65255,https://www.transfermarkt.com/timm-klose/profil/spieler/65255
Lamine Koné,https://fbref.com/en/players/a46472d0/Lamine-Kone,Success,Not found,"February 1, 1989",Not found,189cm,Côte d'Ivoire ci  Other: France,"DF (CB, right)",Right,2009-2010,20 years,Châteauroux,2009,57420,https://www.transfermarkt.com/lamine-kon/profil/spieler/57420
Kyle Lafferty,https://fbref.com/en/players/3bf81c50/Kyle-Lafferty,Success,Not found,"September 16, 1987",Not found,193cm,Northern Ireland nir,FW,Right,2005-2006,17 years,Darlington,2005,36884,https://www.transfermarkt.com/kyle-lafferty/profil/spieler/36884
Manuel Lanzini,https://fbref.com/en/players/26f6dca8/Manuel-Lanzini,Success,Not found,"February 15, 1993 (Age: 32-283d)","San Antonio de Padua, Argentina",170cm,Argentina,FW-MF (AM),Right,2015-2016,22 years,West Ham,2015,135853,https://www.transfermarkt.com/manuel-lanzini/profil/spieler/135853
Jamaal Lascelles,https://fbref.com/en/players/450ab6fc/Jamaal-Lascelles,Success,Not found,"November 11, 1993 (Age: 32-014d)","Derby, England, United Kingdom",189cm,England eng,DF (CB),Right,2011-2012,17 years,Stevenage,2011,183318,https://www.transfermarkt.com/jamaal-lascelles/profil/spieler/183318
Miguel Layún,https://fbref.com/en/players/ad6295d4/Miguel-Layun,Success,Not found,"June 25, 1988",Not found,179cm,Mexico,"DF-MF (FB-WM, right)",Right,2007-2008,19 years,Veracruz,2007,58576,https://www.transfermarkt.com/miguel-layn/profil/spieler/58576
Jonathan Leko,https://fbref.com/en/players/76b5cbbd/Jonathan-Leko,Success,Not found,"April 24, 1999 (Age: 26-215d)","Kinshasa, Congo DR",182cm,England eng,FW-MF,Right,2015-2016,16 years,West Brom,2015,314266,https://www.transfermarkt.com/jonathan-leko/profil/spieler/314266
Jeremain Lens,https://fbref.com/en/players/6f1721f0/Jeremain-Lens,Success,Not found,"November 24, 1987",Not found,178cm,Netherlands,"FW-MF (AM-WM, right)",Right,2006-2007,18 years,AZ Alkmaar,2006,38497,https://www.transfermarkt.com/jeremain-lens/profil/spieler/38497
Donald Love,https://fbref.com/en/players/160599ed/Donald-Love,Success,Not found,"December 2, 1994 (Age: 30-358d)","Rochdale, England, United Kingdom",179cm,Scotland sct  Other: England,"DF-MF (DM-FB-WM, right)",Right,2015-2016,20 years,Manchester Utd,2015,179451,https://www.transfermarkt.com/donald-love/profil/spieler/179451
Jordan Lyden,https://fbref.com/en/players/f246a2a8/Jordan-Lyden,Success,Not found,"January 30, 1996",Not found,178cm,Australia,MF,Right,2015-2016,19 years,Aston Villa,2015,251289,https://www.transfermarkt.com/jordan-lyden/profil/spieler/251289
Yann M'Vila,https://fbref.com/en/players/d4133fa1/Yann-MVila,Success,Not found,"June 29, 1990 (Age: 35-149d)","Amiens, France",182cm,France,MF (CM-DM),Right,2009-2010,19 years,Dijon,2009,60573,https://www.transfermarkt.com/yann-mvila/profil/spieler/60573
Shaun MacDonald,https://fbref.com/en/players/7d64f98a/Shaun-MacDonald,Success,Not found,"October 20, 1996 (Age: 29-036d)","England, United Kingdom",Not found,Not found,GK,Right,2019-2020,22 years,Torquay,2019,10375,https://www.transfermarkt.com/shaun-macdonald/profil/spieler/10375
José Manuel Jurado,https://fbref.com/en/players/71d4e271/Jose-Manuel-Jurado,Success,Not found,"June 29, 1986",Not found,176cm,Spain,MF (AM),Right,2005-2006,19 years,Real Madrid,2005,28261,https://www.transfermarkt.com/jos-manuel-jurado/profil/spieler/28261
Anthony Martial,https://fbref.com/en/players/8b788c01/Anthony-Martial,Success,Not found,"December 5, 1995 (Age: 29-355d)","Massy, France",184cm,France,FW-MF (AM),Right,2012-2013,16 years,Lyon,2012,182877,https://www.transfermarkt.com/anthony-martial/profil/spieler/182877
Cuco Martina,https://fbref.com/en/players/22551915/Cuco-Martina,Success,Not found,"September 25, 1989 (Age: 36-061d)","Rotterdam, Netherlands",185cm,Curaçao cw  Other: Netherlands,DF-MF (CB-FB),Right,2008-2009,18 years,RBC Roosendaal,2008,91251,https://www.transfermarkt.com/cuco-martina/profil/spieler/91251
Adam Matthews,https://fbref.com/en/players/d8bffa70/Adam-Matthews,Success,Not found,"January 13, 1992 (Age: 33-316d)","Swansea, Wales, United Kingdom",178cm,Wales wls,"DF-MF (FB, right)",Right,2009-2010,17 years,Cardiff City,2009,108878,https://www.transfermarkt.com/adam-matthews/profil/spieler/108878
Kevin Mbabu,https://fbref.com/en/players/493924a7/Kevin-Mbabu,Success,Not found,"April 19, 1995 (Age: 30-220d)","Chêne-Bougeries, Switzerland",184cm,Switzerland,"DF-MF (FB, right)",Right,2012-2013,17 years,Servette,2012,183321,https://www.transfermarkt.com/kevin-mbabu/profil/spieler/183321
Chancel Mbemba,https://fbref.com/en/players/e76cb9cc/Chancel-Mbemba,Success,Not found,"August 8, 1994 (Age: 31-109d)","Kinshasa, Congo DR",182cm,Congo DR,"DF (CB, right)",Right,2013-2014,18 years,Anderlecht,2013,203348,https://www.transfermarkt.com/chancel-mbemba/profil/spieler/203348
Dieumerci Mbokani,https://fbref.com/en/players/d9847696/Dieumerci-Mbokani,Success,Not found,"November 22, 1985",Not found,185cm,Congo DR,FW,Right,2006-2007,20 years,Anderlecht,2006,44624,https://www.transfermarkt.com/dieumerci-mbokani/profil/spieler/44624
