player_name,nation,player_url_fbref,current age_fbref,dob_age_fbref,place_birth_fbref,height_fbref,citizenship_fbref,position_fbref,foot_fbref,current_club_fbref,debut_season_fbref,debut_age_fbref,first_club_fbref,debut_year_fbref,player_url_tra,slug,player_id_fbref,home_name_fbref,dob_age_tra,YEAR_tra,place_birth_tra,height_tra,citizenship_tra,position_tra,foot_tra,current_club_tra,joined_tra,contract_expires_tra,outfitter_tra,first_tier_debut_date,first_tier_debut_age,first_tier_debut_competition,second_tier_debut_date,second_tier_debut_age,second_tier_debut_competition,debut_age_transfermarket,injury_count_total_tra,days_missed_total_tra,games_missed_total_tra,injury_seasons_tra,Deceased_tra,death_date,death_age,retired_tra,retirement_date_tra,year_retirement,career_lenght,career_lenght_w_actives_and_dead,shirt_number_tra,National_team,total_seasons_national,matches_national,minutes_national,goals_national,CAREER Sum of matches_played,CAREER Sum of minutes,CAREER Sum of goals
Ángel Trujillo,es ESP,https://fbref.com/en/players/08011c9c/Angel-Trujillo,37,9/8/1987,NA,179cm,NA,DF (CB),Right,NA,2011-2012,23,Almería,2011,https://www.transfermarkt.com/angel-trujillo/profil/spieler/101742,angel-trujillo,101742,Ángel Trujillo,08/09/1987 (38),1987,Madrid,1.77,Spain,Defender - Centre-Back,right,UD Almería,1/7/2019,NA,NA,"	19/08/2013",25,LaLiga,"18/03/2012	",24,Segunda División,24,2,102,14,2,No,NA,NA,Yes,1/7/2019,2019,8,8,NA,No,0,Not_national_team,Not_national_team,Not_national_team,160,13678,1
Aarón Ñíguez,es ESP,https://fbref.com/en/players/5d720396/Aaron-Niguez,36,4/26/1989,NA,170cm,Spain,FW-MF (AM),Right,NA,2007-2008,18,Xerez,2007,https://www.transfermarkt.com/aaron-niguez/profil/spieler/57943,aaron-niguez,57943,Aarón Ñíguez,26/04/1989,1989,Elche,1.7,Spain,Attack - Right Winger,both,Eldense,9/9/2022,NA,Nike,19/08/2013,24,LaLiga,25/08/2007,18,Segunda División,18,5,278,59,4,No,NA,NA,Yes,9/9/2022,2022,15,15,NA,No,0,Not_national_team,Not_national_team,Not_national_team,267,14067,22
Abdón Prats,es ESP,https://fbref.com/en/players/d1b060e2/Abdon-Prats,32,"December 7, 1992 (Age: 32-323d)","Artà, Spain",177cm,NA,FW,NA,Mallorca,2011-2012,18,Mallorca,2011,https://www.transfermarkt.com/abdon-prats/profil/spieler/177452,abdon-prats,177452,Abdón Prats,7/12/1992,1992,Artà,1.81,Spain,Attack - Centre-Forward,left,RCD Mallorca,4/7/2017,30/06/2028,NA,28/04/2012,19,LaLiga,31/08/2014,21,Segunda División,19,2,54,5,2,No,NA,NA,No,NA,NA,NA,14,9,No,0,Not_national_team,Not_national_team,Not_national_team,282,10269,51
Abdelaziz Barrada,ma MAR,https://fbref.com/en/players/89dac314/Abdelaziz-Barrada,36,6/19/1989,NA,185cm,Morocco ma  Other: France,MF (CM),Right,NA,2011-2012,22,Getafe,2011,https://www.transfermarkt.com/abdelaziz-barrada/profil/spieler/93664,abdelaziz-barrada,93664,Abdelaziz Barrada,19/06/1989,1989,Provins,1.79,Morocco  France,Midfield - Attacking Midfield,right,NA,NA,NA,NA,23/08/2014,25,Ligue 1,27/01/2019,29,Segunda División,25,6,216,31,3,Yes,24.10.2024,35,No,NA,NA,13,13,NA,Yes,5,18,1062,2,116,7183,11
Abdelkader Ghezzal,dz ALG,https://fbref.com/en/players/9152a181/Abdelkader-Ghezzal,40,12/5/1984,NA,183cm,Algeria dz  Other: France,FW,Right,NA,2005-2006,20,Crotone,2005,https://www.transfermarkt.com/abdelkader-ghezzal/profil/spieler/76406,abdelkader-ghezzal,76406,Abdelkader Ghezzal,5/12/1984,1984,Décines-Charpieu,1.83,Algeria  France,Attack - Centre-Forward,right,Como,1/7/2016,NA,NA,14/09/2008,23,Serie A,16/09/2005,20,Serie B,20,5,323,53,4,No,NA,NA,Yes,1/7/2016,2016,11,11,NA,Yes,2,8,580,0,197,12339,19
Abdelkader Oueslati,tn TUN,https://fbref.com/en/players/dc90d163/Abdelkader-Oueslati,33,10/7/1991,NA,176cm,Tunisia tn  Other: France,DF-FW-MF (DM-WM),NA,NA,2012-2013,20,Atlético Madrid,2012,https://www.transfermarkt.com/abdelkader-oueslati/profil/spieler/220805,abdelkader-oueslati,220805,Abdelkader Oueslati,7/10/1991,1991,Ollioules,1.82,Tunisia  France,Midfield - Right Midfield,right,Without Club,1/7/2021,NA,NA,19/08/2012,20,LaLiga,23/08/2014,22,Segunda División,20,5,212,34,3,No,NA,NA,No,NA,NA,NA,13,NA,Yes,2,2,84,0,75,5337,15
Abdoul Sissoko,fr FRA,https://fbref.com/en/players/f7288611/Abdoul-Sissoko,35,3/20/1990,NA,180cm,France,MF (DM),Right,NA,2010-2011,20,Troyes,2010,https://www.transfermarkt.com/abdoul-wahid-sissoko/profil/spieler/83368,abdoul-wahid-sissoko,83368,Abdoul Wahid Sissoko,20/03/1990 (35),1990,Troyes,1.8,Mali  France,Midfield - Defensive Midfield,left,Without Club,1/7/2023,NA,NA,7/4/1905,21,Ligue 1,6/30/1905,18,1/0/1900,18,1,8,1,1,No,NA,NA,No,NA,NA,NA,15,NA,No,0,Not_national_team,Not_national_team,Not_national_team,267,21034,8
Abdoulay Konko,fr FRA,https://fbref.com/en/players/43857861/Abdoulay-Konko,41,3/9/1984,NA,182cm,NA,"DF-MF (FB, right)",Right,NA,2004-2005,20,Crotone,2004,https://www.transfermarkt.com/abdoulay-konko/profil/spieler/22139,abdoulay-konko,22139,Abdoulay Konko,9/3/1984,1984,Marseille,1.84,France  Morocco,Defender - Right-Back,right,Atalanta,1/7/2017,NA,NA,10/9/2006,22,Serie A,11/9/2004,20,Serie B,20,35,737,121,9,No,NA,NA,Yes,1/7/2017,2017,13,13,NA,No,0,Not_national_team,Not_national_team,Not_national_team,324,25099,17
Abdoulaye Ba,sn SEN,https://fbref.com/en/players/1f54ed90/Abdoulaye-Ba,34,1/1/1991,NA,197cm,Senegal,DF (CB),Right,NA,2011-2012,20,Académica,2011,https://www.transfermarkt.com/abdoulaye-ba/profil/spieler/106837,abdoulaye-ba,106837,Abdoulaye Ba,1/1/1991,1991,St. Louis,1.97,Senegal  Portugal,Defender - Centre-Back,right,Without Club,1/7/2025,NA,NA,15/08/2011,20,Liga Portugal,28/08/2010,19,Ledman Liga Pro,19,6,176,28,3,No,NA,NA,No,NA,NA,NA,14,NA,Yes,1,2,180,0,189,15093,8
Abel Aguilar,co COL,https://fbref.com/en/players/6936b41b/Abel-Aguilar,40,1/6/1985,NA,186cm,Colombia,MF (CM-DM),Right,NA,2005-2006,20,Udinese,2005,https://www.transfermarkt.com/abel-aguilar/profil/spieler/37388,abel-aguilar,37388,Abel Aguilar,6/1/1985,1985,Santiago de Cali,1.85,Colombia,Midfield - Defensive Midfield,right,Unión Magdalena,19/02/2020,NA,NA,5/2/2006,21,Serie A,21/01/2007,22,Segunda División,21,4,79,14,4,No,NA,NA,Yes,19/02/2020,2020,15,15,NA,Yes,8,29,1993,2,364,28811,30
Abel Gómez Moreno,es ESP,https://fbref.com/en/players/b09801d8/Abel-Gomez-Moreno,43,2/20/1982,NA,182cm,NA,MF (CM),Right,NA,2004-2005,22,Málaga B,2004,https://www.transfermarkt.com/abel-gomez/profil/spieler/29065,abel-gomez,29065,Abel Gómez,20/02/1982,1982,Sevilla,1.81,Spain,Midfield - Central Midfield,right,At. Sanluqueño,22/01/2019,NA,NA,"16/09/2007	",25,LaLiga,"29/08/2004	",22,Segunda División,22,1,25,0,1,No,NA,NA,Yes,22/01/2019,2019,15,15,NA,No,0,Not_national_team,Not_national_team,Not_national_team,371,24902,31
Abraham González,es ESP,https://fbref.com/en/players/682bd745/Abraham-Gonzalez,40,7/16/1985,NA,174cm,NA,MF (CM),Both,NA,2004-2005,19,Terrassa,2004,https://www.transfermarkt.com/abraham-gonzalez/profil/spieler/65243,abraham-gonzalez,65243,Abraham González,16/07/1985,1985,Barcelona,1.75,Spain,Midfield - Central Midfield,right,Akritas Chlor.,5/9/2023,NA,NA,30/05/2009,23,LaLiga,12/12/2004,19,Segunda División,19,3,216,33,3,No,NA,NA,Yes,5/9/2023,2023,19,19,NA,No,0,Not_national_team,Not_national_team,Not_national_team,313,21779,13
Abraham Minero,es ESP,https://fbref.com/en/players/ce2c56fc/Abraham-Minero,39,2/22/1986,NA,175cm,NA,"DF-MF (FB, left)",Left,NA,2010-2011,24,Barcelona B,2010,https://www.transfermarkt.com/abraham-minero/profil/spieler/95483,abraham-minero,95483,Abraham Minero,22/02/1986,1986,Granollers,1.75,Spain,Defender - Left-Back,left,Without Club,1/7/2022,NA,NA,28/08/2011,25,LaLiga,28/08/2010,24,Segunda División,24,4,158,24,4,No,NA,NA,No,NA,NA,NA,15,NA,No,0,Not_national_team,Not_national_team,Not_national_team,250,18017,3
Abraham Paz,es ESP,https://fbref.com/en/players/15ec0042/Abraham-Paz,46,6/29/1979,NA,178cm,NA,DF (CB),NA,NA,2003-2004,24,Cádiz,2003,https://www.transfermarkt.com/abraham-paz/profil/spieler/29137,abraham-paz,29137,Abraham Paz,29/06/1979,1979,El Puerto de Santa María,1.78,Spain,Defender - Centre-Back,right,St Joseph's FC,1/7/2019,NA,NA,28/08/2005,26,LaLiga,1/11/2003,24,Segunda División,24,1,32,6,1,No,NA,NA,Yes,1/7/2019,2019,16,16,NA,No,0,Not_national_team,Not_national_team,Not_national_team,292,24861,30
Adama Traoré,es ESP,https://fbref.com/en/players/9a28eba4/Adama-Traore,29,"January 25, 1996 (Age: 29-274d)","l'Hospitalet de Llobregat, Spain",178cm,Spain es  Other: Mali,"FW-MF (AM-WM, right)",Right,Fulham,2013-2014,17,Barcelona,2013,https://www.transfermarkt.com/adama-traore/profil/spieler/204103,adama-traore,204103,Adama Traoré,25/01/1996,1996,L'Hospitalet de Llobregat,1.78,Spain  Mali,Attack - Right Winger,right,Fulham,12/8/2023,30/06/2026,NA,23/11/2013,17,LaLiga,6/10/2013,17,Segunda División,17,15,368,61,7,No,NA,NA,No,NA,NA,NA,12,11,Yes,4,8,275,0,422,23215,33
Adil Rami,fr FRA,https://fbref.com/en/players/8dbff17c/Adil-Rami,39,12/27/1985,NA,190cm,France,DF (CB),Right,NA,2006-2007,20,Lille,2006,https://www.transfermarkt.com/adil-rami/profil/spieler/51118,adil-rami,51118,Adil Rami,27/12/1985,1985,Bastia,1.91,France  Morocco,Defender - Centre-Back,right,Troyes,1/7/2023,NA,Puma,19/05/2007,21,Ligue 1,No second tier career,NA,No second tier career,21,22,530,90,8,No,NA,NA,Yes,1/7/2023,2023,17,17,NA,Yes,9,23,2070,0,478,41136,28
Adri Embarba,es ESP,https://fbref.com/en/players/db8f0eba/Adri-Embarba,33,"May 7, 1992 (Age: 33-172d)","Madrid, Spain",173cm,NA,FW-MF (AM-WM),Right,Almería,2013-2014,21,Rayo Vallecano,2013,https://www.transfermarkt.com/adrian-embarba/profil/spieler/288318,adrian-embarba,288318,Adrián Embarba,07/05/1992 (33),1992,Madrid,1.73,Spain,Attack - Right Winger,right,UD Almería,24/08/2022,30/06/2026,NA,30/08/2013,21,LaLiga,"20/08/2016	",24,Segunda División,21,4,91,11,3,No,NA,NA,No,NA,NA,NA,12,23,No,0,Not_national_team,Not_national_team,Not_national_team,401,26750,58
Adrià Carmona,es ESP,https://fbref.com/en/players/9e95dc9e/Adria-Carmona,33,2/8/1992,NA,172cm,Spain,FW-MF (AM-WM),NA,NA,2012-2013,20,Zaragoza,2012,https://www.transfermarkt.com/adria-carmona/profil/spieler/73858,adria-carmona,73858,Adrià Carmona,8/2/1992,1992,Igualada,1.71,Spain,Attack - Left Winger,left,CE L'Hospitalet,1/7/2021,NA,NA,16/02/2013,21,LaLiga,8/9/2013,21,Segunda División,21,3,344,42,2,No,NA,NA,Yes,1/7/2021,2021,9,9,NA,No,0,Not_national_team,Not_national_team,Not_national_team,60,2477,3
Adrián,es ESP,https://fbref.com/en/players/f76e6b4e/Adrian,38,"January 3, 1987 (Age: 38-296d)","Sevilla, Spain",190cm,NA,GK,Right,Real Betis,2012-2013,25,Betis,2012,https://www.transfermarkt.com/adrian/profil/spieler/71271,adrian,71271,Adrián,03/01/1987 (38),1987,Sevilla,1.9,Spain,Goalkeeper,right,Real Betis,8/7/2024,30/06/2026,adidas,29/09/2012,25,LaLiga,No second tier career,NA,No second tier career,25,2,42,11,2,No,NA,NA,No,NA,NA,NA,13,13,No,0,Not_national_team,Not_national_team,Not_national_team,224,20126,0
Adrián Colunga,es ESP,https://fbref.com/en/players/2212dd4e/Adrian-Colunga,40,11/17/1984,NA,172cm,NA,FW-MF (WM),Right,NA,2007-2008,22,Las Palmas,2007,https://www.transfermarkt.com/adrian-colunga/profil/spieler/57866,adrian-colunga,57866,Adrián Colunga,17/11/1984,1984,Oviedo,1.72,Spain,Attack - Centre-Forward,right,FC Goa,29/01/2018,NA,NA,31/08/2008,23,LaLiga,1/9/2007,22,Segunda División,22,4,99,14,3,No,NA,NA,Yes,29/01/2018,2018,11,11,NA,No,0,Not_national_team,Not_national_team,Not_national_team,234,14346,60
Adrián González,es ESP,https://fbref.com/en/players/57ebd662/Adrian-Gonzalez,37,5/25/1988,NA,183cm,Spain,MF (AM-CM),Left,NA,2006-2007,18,Real Madrid B,2006,https://www.transfermarkt.com/adrian-gonzalez/profil/spieler/44073,adrian-gonzalez,44073,Adrián González,25/05/1988,1988,Madrid,1.84,Spain,Midfield - Central Midfield,left,CF Fuenlabrada,1/7/2022,NA,adidas,5/10/2008,20,LaLiga,27/08/2006,18,Segunda División,18,7,188,39,5,No,NA,NA,Yes,1/7/2022,2022,16,16,NA,No,0,Not_national_team,Not_national_team,Not_national_team,437,27112,51
Adrián Gunino,uy URU,https://fbref.com/en/players/05652d7c/Adrian-Gunino,36,2/3/1989,NA,167cm,Uruguay,"DF (FB, right)",Right,NA,2010-2011,21,Toulouse,2010,https://www.transfermarkt.com/adrian-gunino/profil/spieler/76699,adrian-gunino,76699,Adrián Gunino,3/2/1989,1989,Montevideo,1.72,Uruguay,Defender - Right-Back,right,CA Fénix,1/2/2017,NA,NA,4/5/2008,19,Primera División Clausura,1/9/2012,23,Segunda División,19,1,10,1,1,No,NA,NA,Yes,1/2/2017,2017,7,7,NA,No,0,Not_national_team,Not_national_team,Not_national_team,93,8045,0
Adrián López,es ESP,https://fbref.com/en/players/88a359d4/Adrian-Lopez,37,1/8/1988,NA,183cm,Spain,FW,Right,NA,2006-2007,18,La Coruña,2006,https://www.transfermarkt.com/adrian-lopez/profil/spieler/45383,adrian-lopez,45383,Adrián López,8/1/1988,1988,San Martín de Teverga,1.83,Spain,Attack - Centre-Forward,right,Málaga CF,1/7/2023,NA,adidas,29/10/2006,18,LaLiga,13/04/2008,20,Segunda División,18,8,384,72,6,No,NA,NA,Yes,1/7/2023,2023,17,17,NA,No,0,Not_national_team,Not_national_team,Not_national_team,406,22625,62
Adrián Lois,es ESP,https://fbref.com/en/players/4337da46/Adrian-Lois,36,2/12/1989,NA,176cm,NA,MF,Right,NA,2009-2010,20,Levante,2009,https://www.transfermarkt.com/adrian-lois/profil/spieler/152985,adrian-lois,152985,Adrián Lois,12/2/1989,1989,Valencia,1.76,Spain,Midfield - Attacking Midfield,right,Torrent,1/7/2021,30/06/2026,NA,19/02/2011,22,LaLiga,19/06/2010,21,Segunda División,21,NA,NA,NA,1/0/1900,No,NA,NA,No,NA,NA,NA,16,22,No,0,Not_national_team,Not_national_team,Not_national_team,3,98,0
Adrián Marín,es ESP,https://fbref.com/en/players/b7f2edff/Adrian-Marin,28,"January 9, 1997 (Age: 28-290d)","Torre-Pacheco, Spain",178cm,Spain,"DF (FB, left)",Left,Orlando City SC,2014-2015,17,Villarreal,2014,https://www.transfermarkt.com/adrian-marin/profil/spieler/295414,adrian-marin,295414,Adrián Marín,9/1/1997,1997,Torre-Pacheco,1.78,Spain,Defender - Left-Back,left,Orlando,7/8/2025,31/12/2026,NA,14/09/2014,17,LaLiga,No second tier career,NA,No second tier career,17,5,322,47,4,No,NA,NA,No,NA,NA,NA,11,21,No,0,Not_national_team,Not_national_team,Not_national_team,173,11901,4
Adrián Sardinero,es ESP,https://fbref.com/en/players/51e9bb3f/Adrian-Sardinero,34,10/13/1990,NA,175cm,NA,FW-MF,NA,NA,2010-2011,19,Getafe,2010,https://www.transfermarkt.com/adrian-sardinero/profil/spieler/125870,adrian-sardinero,125870,Adrián Sardinero,13/10/1990,1990,Madrid,1.75,Spain,Attack - Left Winger,right,Kannur Warriors,12/8/2025,NA,NA,14/11/2010,20,LaLiga,27/08/2011,20,Segunda División,20,1,80,5,1,No,NA,NA,No,NA,NA,NA,15,22,No,0,Not_national_team,Not_national_team,Not_national_team,169,9653,19
Adriano,br BRA,https://fbref.com/en/players/9d8586c4/Adriano,40,10/26/1984,NA,172cm,Brazil,"DF-MF (FB, left)",Both,NA,2004-2005,19,Sevilla,2004,https://www.transfermarkt.com/adriano/profil/spieler/34495,adriano,34495,Adriano,26/10/1984,1984,Curitiba,1.72,Brazil  Spain,Defender - Left-Back,both,KAS Eupen,1/7/2022,NA,NA,21/08/2002,17,Campeonato Brasileiro Série A,No second tier career,NA,No second tier career,17,25,456,59,10,No,NA,NA,Yes,1/7/2022,2022,18,18,NA,No,0,Not_national_team,Not_national_team,Not_national_team,492,34168,35
Ager Aketxe,es ESP,https://fbref.com/en/players/c5eaff5c/Ager-Aketxe,31,"December 30, 1993 (Age: 31-300d)","Bilbao, Spain",174cm,Spain,MF (AM),Left,Johor Darul Ta'zim FC,2014-2015,20,Athletic Club,2014,https://www.transfermarkt.com/ager-aketxe/profil/spieler/158057,ager-aketxe,158057,Ager Aketxe,30/12/1993,1993,Bilbao,1.74,Spain,Attack - Right Winger,left,Johor DT,31/08/2025,31/05/2026,Skechers,2/11/2014,20,LaLiga,10/1/2016,22,Segunda División,20,8,453,69,4,No,NA,NA,No,NA,NA,NA,11,47,No,0,Not_national_team,Not_national_team,Not_national_team,302,17069,47
Agustín Cousillas,ar ARG,https://fbref.com/en/players/69f08ace/Agustin-Cousillas,35,4/19/1990,NA,182cm,NA,GK,Right,NA,2015-2016,25,Villa Teresa,2015,https://www.transfermarkt.com/agustin-cousillas/profil/spieler/120582,agustin-cousillas,120582,Agustín Cousillas,19/04/1990,1990,Corrientes,1.82,Argentina  Italy,Goalkeeper,right,Without Club,1/7/2024,NA,NA,2/12/2012,22,Torneo Inicial,2/9/2017,27,Segunda División Profesional,22,NA,NA,NA,1/0/1900,No,NA,NA,No,NA,NA,NA,10,NA,No,0,Not_national_team,Not_national_team,Not_national_team,86,7674,0
Agustín Pastoriza,ar ARG,https://fbref.com/en/players/66dd8945/Agustin-Pastoriza,29,1/31/1996,NA,NA,NA,(WM),NA,NA,2013-2014,17,Betis,2013,https://www.transfermarkt.com/agustin-pastoriza/profil/spieler/336103,agustin-pastoriza,336103,Agustín Pastoriza,31/01/1996,1996,Adrogué,1.77,Argentina  Spain,Attack - Left Winger,left,CyD Leonesa,1/7/2024,30/06/2026,NA,18/05/2014,18,LaLiga,15/08/2025,29,LaLiga2,18,NA,NA,NA,1/0/1900,No,NA,NA,No,NA,NA,NA,12,22,No,0,Not_national_team,Not_national_team,Not_national_team,1,37,0
Aitor Fernández,es ESP,https://fbref.com/en/players/a01c3d54/Aitor-Fernandez,34,"May 3, 1991 (Age: 34-176d)","Arrasate / Mondragón, Spain",182cm,NA,GK,Right,Osasuna,2016-2017,25,Numancia,2016,https://www.transfermarkt.com/aitor-fernandez/profil/spieler/118997,aitor-fernandez,118997,Aitor Fernández,3/5/1991,1991,Arrasate,1.82,Spain,Goalkeeper,right,CA Osasuna,2/7/2022,30/06/2027,NA,2/2/2019,27,LaLiga,4/9/2016,25,Segunda División,25,4,278,35,3,No,NA,NA,No,NA,NA,NA,9,13,No,0,Not_national_team,Not_national_team,Not_national_team,209,18700,0
Aitor Núñez,es ESP,https://fbref.com/en/players/511e3986/Aitor-Nunez,37,10/2/1987,NA,177cm,NA,"DF (FB, right)",Right,NA,2009-2010,21,Tenerife,2009,https://www.transfermarkt.com/aitor-nunez/profil/spieler/71989,aitor-nunez,71989,Aitor Núñez,2/10/1987,1987,Madrid,1.76,Spain,Defender - Right-Back,right,Navalcarnero,1/7/2022,NA,NA,23/09/2009,21,LaLiga,23/04/2011,23,Segunda División,21,NA,NA,NA,1/0/1900,No,NA,NA,Yes,1/7/2022,2022,13,13,NA,No,0,Not_national_team,Not_national_team,Not_national_team,17,1307,1
Aitor Ocio,es ESP,https://fbref.com/en/players/f1c8639b/Aitor-Ocio,48,11/28/1976,NA,187cm,Spain,DF (CB),NA,NA,2000-2001,23,Osasuna,2000,https://www.transfermarkt.com/aitor-ocio/profil/spieler/7615,aitor-ocio,7615,Aitor Ocio,28/11/1976,1976,Vitoria-Gasteiz,1.87,Spain,Defender - Centre-Back,right,Athletic Club,1/7/2012,NA,NA,10/9/2000,23,LaLiga,6/9/1998,21,Segunda División,21,3,201,44,2,No,NA,NA,Yes,1/7/2012,2012,12,12,NA,No,0,Not_national_team,Not_national_team,Not_national_team,196,15015,5
Akihiro Ienaga,jp JPN,https://fbref.com/en/players/69dab98d/Akihiro-Ienaga,39,"June 13, 1986 (Age: 39-135d)","Nagaokakyō Shi, Japan",173cm,Japan,"FW-MF (AM-WM, right)",NA,Kawasaki Frontale,2010-2011,24,Mallorca,2010,https://www.transfermarkt.com/akihiro-ienaga/profil/spieler/86167,akihiro-ienaga,86167,Akihiro Ienaga,13/06/1986,1986,"Nagaokakyo, Kyoto",1.73,Japan,Attack - Right Winger,left,Kawasaki Front.,5/1/2017,31/01/2026,NA,26/06/2004,18,J1 League - First Stage,3/3/2013,26,J2 League,18,5,189,31,5,No,NA,NA,No,NA,NA,NA,15,41,No,0,Not_national_team,Not_national_team,Not_national_team,358,25730,67
Alain Oyarzun,es ESP,https://fbref.com/en/players/8159c16a/Alain-Oyarzun,31,"September 27, 1993 (Age: 32-029d)","Donostia / San Sebastián, Spain",178cm,NA,FW-MF,Right,Singha Golden Bells FC,2014-2015,20,Real Sociedad,2014,https://www.transfermarkt.com/alain-oyarzun/profil/spieler/229812,alain-oyarzun,229812,Alain Oyarzun,27/09/1993,1993,Donostia-San Sebastián,1.83,Spain,Attack - Left Winger,left,Kanchanaburi FC,7/7/2025,30/06/2026,NA,15/08/2025,31,Thai League,31/01/2016,22,Segunda División,22,2,332,44,2,No,NA,NA,No,NA,NA,NA,11,19,No,0,Not_national_team,Not_national_team,Not_national_team,101,6062,12
Alan Hutton,sct SCO,https://fbref.com/en/players/688ae34c/Alan-Hutton,40,11/30/1984,NA,185cm,Scotland sct,"DF (FB, right)",Right,NA,2002-2003,17,Rangers,2002,https://www.transfermarkt.com/alan-hutton/profil/spieler/9619,alan-hutton,9619,Alan Hutton,30/11/1984,1984,Glasgow,1.85,Scotland,Defender - Right-Back,right,Aston Villa,19/02/2020,NA,NA,22/12/2002,18,0,24/11/2012,27,Championship,18,7,2626,65,5,No,NA,NA,Yes,19/02/2020,2020,18,18,NA,Yes,9,36,3144,0,406,33598,8
Albert Crusat,es ESP,https://fbref.com/en/players/ba027002/Albert-Crusat,43,5/13/1982,NA,165cm,Spain,"FW-MF (AM-WM, left)",NA,NA,2002-2003,20,Espanyol,2002,https://www.transfermarkt.com/albert-crusat/profil/spieler/51536,albert-crusat,51536,Albert Crusat,13/05/1982,1982,Barcelona,1.6,Spain,Attack - Left Winger,left,Bnei Sakhnin,1/7/2014,NA,NA,2/9/2002,20,LaLiga,6/9/2003,21,Segunda División,20,3,351,52,3,No,NA,NA,Yes,1/7/2014,2014,12,12,NA,No,0,Not_national_team,Not_national_team,Not_national_team,258,18618,39
Albert Luque,es ESP,https://fbref.com/en/players/80a6b1d8/Albert-Luque,47,3/11/1978,NA,183cm,Spain,"FW-MF (WM, left)",NA,NA,1998-1999,20,Mallorca,1998,https://www.transfermarkt.com/albert-luque/profil/spieler/7506,albert-luque,7506,Albert Luque,11/3/1978,1978,Terrassa,1.83,Spain,Attack - Left Winger,left,Málaga CF,1/1/2011,NA,NA,4/4/1999,21,LaLiga,30/08/1998,20,Segunda División,20,1,29,6,1,No,NA,NA,Yes,1/1/2011,2011,13,13,NA,Yes,3,9,398,2,326,17402,72
Alberto Botía,es ESP,https://fbref.com/en/players/7f6bff1f/Alberto-Botia,36,"January 27, 1989 (Age: 36-272d)","Murcia, Spain",187cm,Spain,DF (CB),Right,AO Kifisia,2008-2009,19,Barcelona,2008,https://www.transfermarkt.com/alberto-botia/profil/spieler/53077,alberto-botia,53077,Alberto Botía,27/01/1989,1989,Alquerías,1.88,Spain,Defender - Centre-Back,right,AE Kifisias,26/07/2023,30/06/2026,NA,30/05/2009,20,LaLiga,22/09/2024,35,Super League 2,20,12,361,61,7,No,NA,NA,No,NA,NA,NA,17,4,No,0,Not_national_team,Not_national_team,Not_national_team,322,26841,17
Alberto Bueno,es ESP,https://fbref.com/en/players/9b878773/Alberto-Bueno,37,3/20/1988,NA,178cm,Spain,FW-MF (WM),Right,NA,2006-2007,18,Real Madrid B,2006,https://www.transfermarkt.com/alberto-bueno/profil/spieler/45335,alberto-bueno,45335,Alberto Bueno,20/03/1988,1988,Madrid,1.78,Spain,Attack - Second Striker,right,Algeciras CF,1/7/2022,NA,NA,22/11/2008,20,LaLiga,27/08/2006,18,Segunda División,18,4,218,23,4,No,NA,NA,Yes,1/7/2022,2022,16,16,NA,No,0,Not_national_team,Not_national_team,Not_national_team,309,16037,57
Alberto de la Bella,es ESP,https://fbref.com/en/players/8497faf7/Alberto-de-la-Bella,39,12/2/1985,NA,182cm,NA,"DF (FB, left)",Left,NA,2008-2009,22,Sevilla B,2008,https://www.transfermarkt.com/alberto-de-la-bella/profil/spieler/73319,alberto-de-la-bella,73319,Alberto de la Bella,2/12/1985,1985,Santa Coloma de Gramanet,1.82,Spain,Defender - Left-Back,left,FC Cartagena,1/7/2022,NA,NA,29/08/2010,24,LaLiga,31/08/2008,22,Segunda División,22,13,455,71,9,No,NA,NA,Yes,1/7/2022,2022,14,14,NA,No,0,Not_national_team,Not_national_team,Not_national_team,350,29808,13
Alberto Lopo,es ESP,https://fbref.com/en/players/17cd5bb7/Alberto-Lopo,45,5/5/1980,NA,186cm,Spain,DF (CB),Right,NA,1998-1999,18,Espanyol,1998,https://www.transfermarkt.com/alberto-lopo/profil/spieler/7881,alberto-lopo,7881,Alberto Lopo,5/5/1980,1980,Barcelona,1.86,Spain,Defender - Centre-Back,right,Inter Escaldes,19/07/2018,NA,NA,6/21/1905,18,LaLiga,7/6/1905,33,1/0/1900,18,3,107,19,2,No,NA,NA,Yes,19/07/2018,2018,20,20,NA,No,0,Not_national_team,Not_national_team,Not_national_team,452,37950,22
Alberto Lora,es ESP,https://fbref.com/en/players/723cd8b7/Alberto-Lora,38,3/25/1987,NA,168cm,NA,"DF-MF (FB, right)",Right,NA,2007-2008,20,Sporting Gijón,2007,https://www.transfermarkt.com/alberto-lora/profil/spieler/57816,alberto-lora,57816,Alberto Lora,25/03/1987,1987,Móstoles,1.64,Spain,Midfield - Central Midfield,right,Marino Luanco,2/9/2019,30/06/2026,NA,14/12/2008,21,LaLiga,28/10/2007,20,Segunda División,20,6,301,34,4,No,NA,NA,No,NA,NA,NA,18,11,No,0,Not_national_team,Not_national_team,Not_national_team,258,20717,5
