player_name,transfermarkt_url,status,transfermarkt_id,player_slug,home_name,dob_age,place_birth,height,citizenship,position,foot,agent,current_club,joined,contract_expires,outfitter,injury_count_total,days_missed_total,games_missed_total,retired,retirement_date,shirt_number,injury_seasons,explanation
James Hurst,https://www.transfermarkt.com/james-hurst/profil/spieler/110863,Success,110863,spieler,James Hurst,31/01/1992 (33),Sutton Coldfield,"1,83 m",England,Defender - Centre-Back,right,Not found,Career break,31/07/2024,-,Not found,0,0,0,No,Not found,Not found,0,first scrap players transfer
Robert Huth,https://www.transfermarkt.com/robert-huth/profil/spieler/2998,Success,2998,spieler,Robert Huth,18/08/1984 (41),Berlin,N/A,Germany,Defender - Centre-Back,N/A,Not found,Leicester,1/7/2018,-,Not found,7,473,90,Yes,1/7/2018,Not found,5,first scrap players transfer
Alan Hutton,https://www.transfermarkt.com/alan-hutton/profil/spieler/9619,Success,9619,spieler,Alan Hutton,30/11/1984 (40),Glasgow,"1,85 m",Scotland,Defender - Right-Back,right,Not found,Aston Villa,19/02/2020,-,Not found,7,2654,65,Yes,19/02/2020,Not found,5,first scrap players transfer
Pablo Ibáñez,https://www.transfermarkt.com/pablo-ibez/profil/spieler/8116,Success,8116,spieler,Pablo Ibáñez,03/08/1981 (44),Madrigueras,"1,92 m",Spain,Defender - Centre-Back,right,Not found,Birmingham,1/7/2013,-,Not found,1,10,3,Yes,1/7/2013,Not found,1,first scrap players transfer
Hérita Ilunga,https://www.transfermarkt.com/hrita-ilunga/profil/spieler/17432,Success,17432,spieler,Hérita Ilunga,25/02/1982 (43),Kinshasa,"1,80 m",DR Congo  France,Defender - Left-Back,left,Not found,US Créteil-L,1/7/2016,-,Not found,2,26,4,Yes,1/7/2016,Not found,1,first scrap players transfer
Stephen Ireland,https://www.transfermarkt.com/stephen-ireland/profil/spieler/34838,Success,34838,spieler,Stephen Ireland,22/08/1986 (39),Cobh,"1,73 m",Ireland,Midfield - Attacking Midfield,right,Not found,Wythenshawe,11/10/2025,-,Not found,6,748,85,No,Not found,Not found,5,first scrap players transfer
Branislav Ivanović,https://www.transfermarkt.com/branislav-ivanovi/profil/spieler/36827,Success,36827,spieler,Branislav Ivanovic,22/02/1984 (41),Sremska Mitrovica,"1,85 m",Serbia,Defender - Right-Back,right,Not found,West Brom,1/7/2021,-,adidas,6,113,23,Yes,1/7/2021,Not found,6,first scrap players transfer
Jussi Jääskeläinen,https://www.transfermarkt.com/jussi-jskelinen/profil/spieler/3692,Success,3692,spieler,Jussi Jääskeläinen,19/04/1975 (50),Mikkeli,"1,91 m",Finland,Goalkeeper,right,Not found,ATK,17/01/2018,-,Not found,1,70,13,Yes,17/01/2018,Not found,1,first scrap players transfer
Lars Jacobsen,https://www.transfermarkt.com/lars-jacobsen/profil/spieler/1423,Success,1423,spieler,Lars Jacobsen,20/09/1979 (46),Odense,"1,81 m",Denmark,Defender - Right-Back,both,Not found,Guingamp,1/7/2016,-,Not found,4,378,93,Yes,1/7/2016,Not found,4,first scrap players transfer
Phil Jagielka,https://www.transfermarkt.com/phil-jagielka/profil/spieler/13520,Success,13520,spieler,Phil Jagielka,17/08/1982 (43),Manchester,"1,80 m",England  Poland,Defender - Centre-Back,right,Not found,Stoke City,28/11/2023,-,Not found,15,689,131,Yes,28/11/2023,Not found,10,first scrap players transfer
Gonzalo Jara,https://www.transfermarkt.com/gonzalo-jara/profil/spieler/40429,Success,40429,spieler,Gonzalo Jara,29/08/1985 (40),Hualpén,"1,78 m",Chile,Defender - Centre-Back,right,Not found,Coquimbo Unido,1/1/2024,-,adidas,10,207,32,Yes,1/1/2024,Not found,7,first scrap players transfer
Matthew Jarvis,https://www.transfermarkt.com/matthew-jarvis/profil/spieler/15921,Success,15921,spieler,Matt Jarvis,22/05/1986 (39),Middlesbrough,"1,73 m",England,Attack - Left Winger,Not found,Not found,Woking,1/7/2021,-,Not found,7,710,105,Yes,1/7/2021,Not found,4,first scrap players transfer
Jermaine Jenas,https://www.transfermarkt.com/jermaine-jenas/profil/spieler/3461,Success,3461,spieler,Jermaine Jenas,18/02/1983 (42),Nottingham,"1,81 m",England,Midfield - Central Midfield,right,Not found,QPR,1/7/2014,-,Not found,7,865,89,Yes,1/7/2014,Not found,5,first scrap players transfer
Cameron Jerome,https://www.transfermarkt.com/cameron-jerome/profil/spieler/35855,Success,35855,spieler,Cameron Jerome,14/08/1986 (39),Huddersfield,"1,85 m",England  Grenada,Attack - Centre-Forward,right,Not found,Bolton,1/7/2024,-,Not found,5,142,19,Yes,1/7/2024,Not found,4,first scrap players transfer
Park Ji-sung,https://www.transfermarkt.com/park-ji-sung/profil/spieler/4592,Success,4592,spieler,Ji-sung Park,25/02/1981 (44),Seoul,"1,78 m","Korea, South",Midfield - Attacking Midfield,both,Not found,QPR,1/7/2014,-,Not found,7,351,68,Yes,1/7/2014,Not found,6,first scrap players transfer
Martin Jiránek,https://www.transfermarkt.com/martin-jirnek/profil/spieler/6065,Success,6065,spieler,Martin Jiránek,25/05/1979 (46),Praha,"1,90 m",Czech Republic,Defender - Centre-Back,right,Not found,Cerv. Janovice,1/7/2024,-,Not found,0,0,0,Yes,1/7/2024,Not found,0,first scrap players transfer
Jô,https://www.transfermarkt.com/j/profil/spieler/34156,Success,34156,spieler,Jô,20/03/1987 (38),São Paulo,"1,92 m",Brazil,Attack - Centre-Forward,left,Not found,Itabirito,13/08/2025,-,Not found,5,213,21,Yes,13/08/2025,Not found,5,first scrap players transfer
Adam Johnson,https://www.transfermarkt.com/adam-johnson/profil/spieler/31579,Success,31579,spieler,Adam Johnson,14/07/1987 (38),Sunderland,"1,82 m",England,Attack - Right Winger,left,Not found,Sunderland,11/2/2016,-,Not found,2,81,19,Yes,11/2/2016,Not found,2,first scrap players transfer
Andrew Johnson,https://www.transfermarkt.com/andrew-johnson/profil/spieler/14031,Success,14031,spieler,Andy Johnson,10/02/1981 (44),Bedford,"1,72 m",England,Attack - Centre-Forward,right,Not found,Crystal Palace,6/1/2015,-,Not found,12,603,127,Yes,6/1/2015,Not found,6,first scrap players transfer
Eddie Johnson,https://www.transfermarkt.com/eddie-johnson/profil/spieler/38773,Success,38773,spieler,Eddie Johnson,31/03/1984 (41),"Bunnell, Florida","1,83 m",United States,Attack - Centre-Forward,right,Not found,D.C. United,1/11/2015,-,Not found,1,305,44,Yes,1/11/2015,Not found,1,first scrap players transfer
Glen Johnson,https://www.transfermarkt.com/glen-johnson/profil/spieler/3881,Success,3881,spieler,Glen Johnson,23/08/1984 (41),London,"1,82 m",England,Defender - Right-Back,both,Not found,Stoke City,1/7/2018,-,Not found,17,631,139,Yes,1/7/2018,Not found,9,first scrap players transfer
Roger Johnson,https://www.transfermarkt.com/roger-johnson/profil/spieler/42751,Success,42751,spieler,Roger Johnson,28/04/1983 (42),Ashford,"1,91 m",England,Defender - Centre-Back,right,Not found,Bromley,1/7/2019,-,Not found,0,0,0,Yes,1/7/2019,Not found,0,first scrap players transfer
David Jones,https://www.transfermarkt.com/david-jones/profil/spieler/24634,Success,24634,spieler,David Jones,04/11/1984 (41),Southport,"1,83 m",England  Wales,Midfield - Central Midfield,left,Not found,Wrexham,1/7/2022,-,Not found,3,99,17,Yes,1/7/2022,Not found,3,first scrap players transfer
Jermaine Jones,https://www.transfermarkt.com/jermaine-jones/profil/spieler/1321,Success,1321,spieler,Jermaine Jones,03/11/1981 (44),Frankfurt (Main),"1,84 m",United States  Germany,Midfield - Defensive Midfield,both,Not found,Empire Strykers,1/1/2020,-,Under Armour,14,819,159,Yes,1/1/2020,Not found,9,first scrap players transfer
Kenwyne Jones,https://www.transfermarkt.com/kenwyne-jones/profil/spieler/28245,Success,28245,spieler,Kenwyne Jones,05/10/1984 (41),Point Fortin,"1,87 m",Trinidad and Tobago,Attack - Centre-Forward,right,Not found,Kansas City,2/1/2018,-,Not found,2,226,38,Yes,2/1/2018,Not found,2,first scrap players transfer
Phil Jones,https://www.transfermarkt.com/phil-jones/profil/spieler/117996,Success,117996,spieler,Phil Jones,21/02/1992 (33),Preston,"1,85 m",England,Defender - Centre-Back,right,Not found,Man Utd,8/3/2024,-,adidas,23,1239,254,Yes,8/3/2024,Not found,9,first scrap players transfer
Nigel de Jong,https://www.transfermarkt.com/nigel-de-jong/profil/spieler/4672,Success,4672,spieler,Nigel de Jong,30/11/1984 (40),Amsterdam,"1,74 m",Netherlands  Suriname,Midfield - Defensive Midfield,right,Not found,Al-Shahania SC,1/7/2021,-,Not found,11,428,97,Yes,1/7/2021,Not found,7,first scrap players transfer
Milan Jovanović,https://www.transfermarkt.com/milan-jovanovi/profil/spieler/14933,Success,14933,spieler,Milan Jovanovic,18/04/1981 (44),Bajina Basta,"1,83 m",Serbia,Attack - Left Winger,left,Not found,RSC Anderlecht,1/7/2013,-,Not found,3,56,9,Yes,1/7/2013,Not found,3,first scrap players transfer
Younès Kaboul,https://www.transfermarkt.com/youns-kaboul/profil/spieler/27114,Success,27114,spieler,Younès Kaboul,04/01/1986 (39),Saint-Julien-en-Genevois,"1,92 m",France  Morocco,Defender - Centre-Back,right,Not found,Watford,1/1/2019,-,Not found,12,769,143,Yes,1/1/2019,Not found,7,first scrap players transfer
Gaël Kakuta,https://www.transfermarkt.com/gal-kakuta/profil/spieler/74297,Success,74297,spieler,Gaël Kakuta,21/06/1991 (34),Lille,"1,73 m",DR Congo  France,Midfield - Attacking Midfield,left,Not found,Sakaryaspor,9/2/2025,30/06/2026,Nike,25,603,115,No,Not found,10,11,first scrap players transfer
Nikola Kalinić,https://www.transfermarkt.com/nikola-kalini/profil/spieler/36371,Success,36371,spieler,Nikola Kalinić,05/01/1988 (37),Solin,"1,87 m",Croatia,Attack - Centre-Forward,both,Not found,Hajduk Split,1/7/2024,-,Nike,15,338,54,Yes,1/7/2024,Not found,7,first scrap players transfer
Salomon Kalou,https://www.transfermarkt.com/salomon-kalou/profil/spieler/7971,Success,7971,spieler,Salomon Kalou,05/08/1985 (40),Oumé,"1,84 m",Cote d'Ivoire,Attack - Left Winger,right,Not found,AS Arta/Solar7,1/8/2024,-,adidas,14,160,16,Yes,1/8/2024,Not found,7,first scrap players transfer
Diomansy Kamara,https://www.transfermarkt.com/diomansy-kamara/profil/spieler/6053,Success,6053,spieler,Diomansy Kamara,08/11/1980 (45),Paris,"1,84 m",Senegal  France,Attack - Right Winger,both,Not found,NorthEast Utd.,1/6/2016,-,Not found,3,321,49,Yes,1/6/2016,Not found,3,first scrap players transfer
Robbie Keane,https://www.transfermarkt.com/robbie-keane/profil/spieler/3144,Success,3144,spieler,Robbie Keane,08/07/1980 (45),"Tallaght, Dublin","1,75 m",Ireland,Attack - Centre-Forward,right,Not found,ATK,1/7/2018,-,Not found,16,503,75,Yes,1/7/2018,Not found,12,first scrap players transfer
Dekel Keinan,https://www.transfermarkt.com/dekel-keinan/profil/spieler/24476,Success,24476,spieler,Dekel Keinan,15/09/1984 (41),Rosh haNikra,"1,85 m",Israel,Defender - Centre-Back,left,Not found,LA Force,1/5/2023,-,Not found,0,0,0,No,Not found,21,0,first scrap players transfer
Martin Kelly,https://www.transfermarkt.com/martin-kelly/profil/spieler/78959,Success,78959,spieler,Martin Kelly,27/04/1990 (35),Whiston,"1,91 m",England,Defender - Right-Back,right,Not found,West Brom,10/10/2025,-,Not found,13,602,129,Yes,10/10/2025,Not found,6,first scrap players transfer
Stephen Kelly,https://www.transfermarkt.com/stephen-kelly/profil/spieler/12125,Success,12125,spieler,Stephen Kelly,06/09/1983 (42),Dublin,"1,84 m",Ireland,Defender - Right-Back,right,Not found,Rotherham,1/7/2017,-,Not found,4,61,12,Yes,1/7/2017,Not found,3,first scrap players transfer
Andy Keogh,https://www.transfermarkt.com/andy-keogh/profil/spieler/29419,Success,29419,spieler,Andy Keogh,16/05/1986 (39),Dublin,"1,83 m",Ireland  Australia,Attack - Centre-Forward,right,Not found,Dianella WE,1/7/2024,-,Not found,2,88,18,No,Not found,Not found,2,first scrap players transfer
Michael Kightly,https://www.transfermarkt.com/michael-kightly/profil/spieler/25366,Success,25366,spieler,Michael Kightly,24/01/1986 (39),Basildon,"1,73 m",England,Attack - Left Winger,right,Not found,Rushall,1/7/2021,-,Not found,2,233,33,Yes,1/7/2021,Not found,1,first scrap players transfer
Ledley King,https://www.transfermarkt.com/ledley-king/profil/spieler/3360,Success,3360,spieler,Ledley King,12/10/1980 (45),London,"1,88 m",England  Antigua and Barbuda,Defender - Centre-Back,right,Not found,Tottenham,19/07/2012,-,Not found,6,513,105,Yes,19/07/2012,Not found,5,first scrap players transfer
Richard Kingson,https://www.transfermarkt.com/richard-kingson/profil/spieler/7125,Success,7125,spieler,Richard Kingson,13/06/1978 (47),Accra,"1,83 m",Ghana  Türkiye,Goalkeeper,right,Not found,Great Olympics,1/1/2016,-,Not found,5,68,10,Yes,1/1/2016,Not found,4,first scrap players transfer
Chris Kirkland,https://www.transfermarkt.com/chris-kirkland/profil/spieler/3219,Success,3219,spieler,Chris Kirkland,02/05/1981 (44),Barwell,"1,98 m",England,Goalkeeper,right,Not found,Bury,4/8/2016,-,Not found,2,112,5,Yes,4/8/2016,Not found,1,first scrap players transfer
Ivan Klasnić,https://www.transfermarkt.com/ivan-klasni/profil/spieler/690,Success,690,spieler,Ivan Klasnic,29/01/1980 (45),Hamburg,N/A,Croatia,Attack - Centre-Forward,N/A,Not found,Mainz,1/7/2013,-,Not found,10,530,112,Yes,1/7/2013,Not found,7,first scrap players transfer
Zat Knight,https://www.transfermarkt.com/zat-knight/profil/spieler/4012,Success,4012,spieler,Zat Knight,02/05/1980 (45),Solihull,"1,98 m",England,Defender - Centre-Back,right,Not found,Reading,1/7/2015,-,Not found,1,56,9,Yes,1/7/2015,Not found,1,first scrap players transfer
Aleksandar Kolarov,https://www.transfermarkt.com/aleksandar-kolarov/profil/spieler/46156,Success,46156,spieler,Aleksandar Kolarov,10/11/1985 (40),Belgrade,"1,87 m",Serbia,Defender - Left-Back,left,Not found,Inter,1/7/2022,-,Puma,13,239,42,Yes,1/7/2022,Not found,6,first scrap players transfer
Vincent Kompany,https://www.transfermarkt.com/vincent-kompany/profil/spieler/9594,Success,9594,spieler,Vincent Kompany,10/04/1986 (39),Uccle,"1,90 m",Belgium  DR Congo,Defender - Centre-Back,right,Not found,RSC Anderlecht,17/08/2020,-,Puma,35,1437,248,Yes,17/08/2020,Not found,14,first scrap players transfer
Paul Konchesky,https://www.transfermarkt.com/paul-konchesky/profil/spieler/3296,Success,3296,spieler,Paul Konchesky,15/05/1981 (44),London,"1,78 m",England,Defender - Left-Back,left,Not found,East Thurrock,19/08/2018,-,Not found,4,76,19,Yes,19/08/2018,Not found,2,first scrap players transfer
Sergei Kornilenko,https://www.transfermarkt.com/sergei-kornilenko/profil/spieler/15881,Success,15881,spieler,Sergey Kornilenko,14/06/1983 (42),Vitebsk,"1,86 m",Belarus  Russia,Attack - Centre-Forward,left,Not found,KS Samara,1/7/2021,-,Not found,2,91,9,Yes,1/7/2021,Not found,2,first scrap players transfer
Laurent Koscielny,https://www.transfermarkt.com/laurent-koscielny/profil/spieler/76277,Success,76277,spieler,Laurent Koscielny,10/09/1985 (40),Tulle,"1,86 m",France  Poland,Defender - Centre-Back,right,Not found,G. Bordeaux,31/01/2022,-,Nike,23,585,90,Yes,31/01/2022,Not found,10,first scrap players transfer
Radoslav Kováč,https://www.transfermarkt.com/radoslav-kov/profil/spieler/9702,Success,9702,spieler,Radoslav Kovac,27/11/1979 (45),Praha,"1,89 m",Czech Republic,Defender - Centre-Back,right,Not found,Sparta Prague,8/7/2016,-,Not found,1,32,7,Yes,8/7/2016,Not found,1,first scrap players transfer
Niko Kranjčar,https://www.transfermarkt.com/niko-kranjar/profil/spieler/16746,Success,16746,spieler,Niko Kranjcar,13/08/1984 (41),Zagreb,"1,86 m",Croatia,Midfield - Attacking Midfield,both,Not found,Rangers,23/03/2018,-,Not found,8,510,129,Yes,23/03/2018,Not found,3,first scrap players transfer
Tim Krul,https://www.transfermarkt.com/tim-krul/profil/spieler/33027,Success,33027,spieler,Tim Krul,03/04/1988 (37),Den Haag,"1,93 m",Netherlands,Goalkeeper,left,Not found,Luton,23/09/2025,-,Nike,10,805,136,Yes,23/09/2025,Not found,7,first scrap players transfer
Shefki Kuqi,https://www.transfermarkt.com/shefki-kuqi/profil/spieler/12398,Success,12398,spieler,Shefki Kuqi,10/11/1976 (49),Vučitrn,"1,88 m",Finland  Kosovo,Attack - Centre-Forward,right,Not found,Hibernian FC,1/7/2013,-,Not found,0,0,0,Yes,1/7/2013,Not found,0,first scrap players transfer
Tomasz Kuszczak,https://www.transfermarkt.com/tomasz-kuszczak/profil/spieler/1320,Success,1320,spieler,Tomasz Kuszczak,20/03/1982 (43),Krosno Odrzańskie,N/A,Poland  England,Goalkeeper,N/A,Not found,Birmingham,1/7/2019,-,Not found,1,24,3,Yes,1/7/2019,Not found,1,first scrap players transfer
Dirk Kuyt,https://www.transfermarkt.com/dirk-kuyt/profil/spieler/4010,Success,4010,spieler,Dirk Kuyt,22/07/1980 (45),Katwijk,"1,84 m",Netherlands,Attack - Right Winger,right,Not found,Quick Boys,1/7/2018,-,adidas,11,141,34,Yes,1/7/2018,Not found,4,first scrap players transfer
Sotirios Kyrgiakos,https://www.transfermarkt.com/sotirios-kyrgiakos/profil/spieler/9706,Success,9706,spieler,Sotiris Kyrgiakos,23/07/1979 (46),Trikala,"1,93 m",Greece,Defender - Centre-Back,right,Not found,Sydney Olympic,7/4/2014,-,Not found,6,299,20,Yes,7/4/2014,Not found,3,first scrap players transfer
Louis Laing,https://www.transfermarkt.com/louis-laing/profil/spieler/110865,Success,110865,spieler,Louis Laing,06/03/1993 (32),Newcastle-upon-Tyne,"1,88 m",England,Defender - Centre-Back,right,Not found,Darlington,1/7/2021,-,Not found,3,73,8,Yes,1/7/2021,Not found,2,first scrap players transfer
Frank Lampard,https://www.transfermarkt.com/frank-lampard/profil/spieler/3163,Success,3163,spieler,Frank Lampard,20/06/1978 (47),London,"1,84 m",England,Midfield - Central Midfield,right,Not found,New York City,2/2/2017,-,Not found,14,397,93,Yes,2/2/2017,Not found,10,first scrap players transfer
Sebastian Larsson,https://www.transfermarkt.com/sebastian-larsson/profil/spieler/31720,Success,31720,spieler,Sebastian Larsson,06/06/1985 (40),Eskilstuna,"1,78 m",Sweden,Midfield - Central Midfield,right,Not found,AIK,1/1/2023,-,Nike,2,110,20,Yes,1/1/2023,Not found,2,first scrap players transfer
Jens Lehmann,https://www.transfermarkt.com/jens-lehmann/profil/spieler/122,Success,122,spieler,Jens Lehmann,10/11/1969 (56),Essen,N/A,Germany,Goalkeeper,N/A,Not found,Arsenal,1/7/2011,-,Not found,3,12,1,Yes,1/7/2011,Not found,2,first scrap players transfer
Lucas Leiva,https://www.transfermarkt.com/lucas-leiva/profil/spieler/41414,Success,41414,spieler,Lucas Leiva,09/01/1987 (38),Dourados,"1,79 m",Brazil  Italy,Midfield - Defensive Midfield,right,Not found,Grêmio,17/03/2023,-,Nike,19,774,131,Yes,17/03/2023,Not found,11,first scrap players transfer
Aaron Lennon,https://www.transfermarkt.com/aaron-lennon/profil/spieler/14221,Success,14221,spieler,Aaron Lennon,16/04/1987 (38),Chapeltown,"1,65 m",England  Ireland,Attack - Right Winger,right,Not found,Burnley,15/11/2022,-,Not found,8,373,79,Yes,15/11/2022,Not found,7,first scrap players transfer
Joleon Lescott,https://www.transfermarkt.com/joleon-lescott/profil/spieler/4241,Success,4241,spieler,Joleon Lescott,16/08/1982 (43),Birmingham,"1,91 m",England,Defender - Centre-Back,left,Not found,Sunderland,1/7/2017,-,Not found,4,187,39,Yes,1/7/2017,Not found,3,first scrap players transfer
